RUN	GenericSageMakerScenario	1628677457-ml.m5.large-1-6TPS	1628677458784	 	3.2.0
REQUEST	11		SageMaker-LEARNING-model-simulator-1	1628677462634	1628677462658	OK	 
USER	SageMaker	11	END	1628677462632	1628677462659
USER	SageMaker	12	START	1628677462802	1628677462802
REQUEST	12		SageMaker-LEARNING-model-simulator-1	1628677462804	1628677462838	OK	 
USER	SageMaker	12	END	1628677462802	1628677462839
USER	SageMaker	13	START	1628677462963	1628677462963
REQUEST	13		SageMaker-LEARNING-model-simulator-1	1628677462965	1628677462987	OK	 
USER	SageMaker	13	END	1628677462963	1628677462988
USER	SageMaker	14	START	1628677463132	1628677463132
REQUEST	14		SageMaker-LEARNING-model-simulator-1	1628677463134	1628677463157	OK	 
USER	SageMaker	14	END	1628677463132	1628677463158
USER	SageMaker	15	START	1628677463302	1628677463302
REQUEST	15		SageMaker-LEARNING-model-simulator-1	1628677463307	1628677463332	OK	 
USER	SageMaker	15	END	1628677463302	1628677463333
USER	SageMaker	16	START	1628677463472	1628677463472
REQUEST	16		SageMaker-LEARNING-model-simulator-1	1628677463474	1628677463499	OK	 
USER	SageMaker	16	END	1628677463472	1628677463500
USER	SageMaker	17	START	1628677463632	1628677463632
REQUEST	17		SageMaker-LEARNING-model-simulator-1	1628677463634	1628677463655	OK	 
USER	SageMaker	17	END	1628677463632	1628677463656
USER	SageMaker	18	START	1628677463802	1628677463802
REQUEST	18		SageMaker-LEARNING-model-simulator-1	1628677463805	1628677463825	OK	 
USER	SageMaker	18	END	1628677463802	1628677463827
USER	SageMaker	19	START	1628677463972	1628677463972
REQUEST	19		SageMaker-LEARNING-model-simulator-1	1628677463974	1628677463996	OK	 
USER	SageMaker	19	END	1628677463972	1628677463997
USER	SageMaker	20	START	1628677464132	1628677464132
REQUEST	20		SageMaker-LEARNING-model-simulator-1	1628677464134	1628677464155	OK	 
USER	SageMaker	20	END	1628677464132	1628677464156
USER	SageMaker	21	START	1628677464302	1628677464302
REQUEST	21		SageMaker-LEARNING-model-simulator-1	1628677464304	1628677464324	OK	 
USER	SageMaker	21	END	1628677464302	1628677464326
USER	SageMaker	22	START	1628677464472	1628677464472
REQUEST	22		SageMaker-LEARNING-model-simulator-1	1628677464474	1628677464503	OK	 
USER	SageMaker	22	END	1628677464472	1628677464504
USER	SageMaker	23	START	1628677464632	1628677464632
REQUEST	23		SageMaker-LEARNING-model-simulator-1	1628677464634	1628677464657	OK	 
USER	SageMaker	23	END	1628677464632	1628677464659
USER	SageMaker	24	START	1628677464802	1628677464802
REQUEST	24		SageMaker-LEARNING-model-simulator-1	1628677464804	1628677464826	OK	 
USER	SageMaker	24	END	1628677464802	1628677464827
USER	SageMaker	25	START	1628677464972	1628677464972
REQUEST	25		SageMaker-LEARNING-model-simulator-1	1628677464974	1628677464999	OK	 
USER	SageMaker	25	END	1628677464972	1628677465000
USER	SageMaker	26	START	1628677465132	1628677465132
REQUEST	26		SageMaker-LEARNING-model-simulator-1	1628677465134	1628677465160	OK	 
USER	SageMaker	26	END	1628677465132	1628677465161
USER	SageMaker	27	START	1628677465302	1628677465302
REQUEST	27		SageMaker-LEARNING-model-simulator-1	1628677465304	1628677465315	OK	 
USER	SageMaker	27	END	1628677465302	1628677465317
USER	SageMaker	28	START	1628677465472	1628677465472
REQUEST	28		SageMaker-LEARNING-model-simulator-1	1628677465474	1628677465496	OK	 
USER	SageMaker	28	END	1628677465472	1628677465497
USER	SageMaker	29	START	1628677465632	1628677465632
REQUEST	29		SageMaker-LEARNING-model-simulator-1	1628677465634	1628677465655	OK	 
USER	SageMaker	29	END	1628677465632	1628677465656
USER	SageMaker	30	START	1628677465802	1628677465802
REQUEST	30		SageMaker-LEARNING-model-simulator-1	1628677465804	1628677465815	OK	 
USER	SageMaker	30	END	1628677465802	1628677465817
USER	SageMaker	31	START	1628677465972	1628677465972
REQUEST	31		SageMaker-LEARNING-model-simulator-1	1628677465974	1628677466002	OK	 
USER	SageMaker	31	END	1628677465972	1628677466004
USER	SageMaker	32	START	1628677466132	1628677466132
REQUEST	32		SageMaker-LEARNING-model-simulator-1	1628677466134	1628677466156	OK	 
USER	SageMaker	32	END	1628677466132	1628677466157
USER	SageMaker	33	START	1628677466302	1628677466302
REQUEST	33		SageMaker-LEARNING-model-simulator-1	1628677466303	1628677466317	OK	 
USER	SageMaker	33	END	1628677466302	1628677466318
USER	SageMaker	34	START	1628677466472	1628677466472
REQUEST	34		SageMaker-LEARNING-model-simulator-1	1628677466474	1628677466503	OK	 
USER	SageMaker	34	END	1628677466472	1628677466504
USER	SageMaker	35	START	1628677466633	1628677466633
REQUEST	35		SageMaker-LEARNING-model-simulator-1	1628677466634	1628677466645	OK	 
USER	SageMaker	35	END	1628677466633	1628677466646
USER	SageMaker	36	START	1628677466802	1628677466802
REQUEST	36		SageMaker-LEARNING-model-simulator-1	1628677466804	1628677466832	OK	 
USER	SageMaker	36	END	1628677466802	1628677466834
USER	SageMaker	37	START	1628677466972	1628677466972
REQUEST	37		SageMaker-LEARNING-model-simulator-1	1628677466974	1628677466997	OK	 
USER	SageMaker	37	END	1628677466972	1628677466998
USER	SageMaker	38	START	1628677467132	1628677467132
REQUEST	38		SageMaker-LEARNING-model-simulator-1	1628677467134	1628677467157	OK	 
USER	SageMaker	38	END	1628677467132	1628677467159
USER	SageMaker	39	START	1628677467302	1628677467302
REQUEST	39		SageMaker-LEARNING-model-simulator-1	1628677467304	1628677467329	OK	 
USER	SageMaker	39	END	1628677467302	1628677467330
USER	SageMaker	40	START	1628677467462	1628677467462
REQUEST	40		SageMaker-LEARNING-model-simulator-1	1628677467464	1628677467479	OK	 
USER	SageMaker	40	END	1628677467462	1628677467481
USER	SageMaker	41	START	1628677467632	1628677467632
REQUEST	41		SageMaker-LEARNING-model-simulator-1	1628677467634	1628677467655	OK	 
USER	SageMaker	41	END	1628677467632	1628677467656
USER	SageMaker	42	START	1628677467802	1628677467802
REQUEST	42		SageMaker-LEARNING-model-simulator-1	1628677467804	1628677467826	OK	 
USER	SageMaker	42	END	1628677467802	1628677467827
USER	SageMaker	43	START	1628677467962	1628677467962
REQUEST	43		SageMaker-LEARNING-model-simulator-1	1628677467964	1628677467977	OK	 
USER	SageMaker	43	END	1628677467962	1628677467979
USER	SageMaker	44	START	1628677468132	1628677468132
REQUEST	44		SageMaker-LEARNING-model-simulator-1	1628677468133	1628677468148	OK	 
USER	SageMaker	44	END	1628677468132	1628677468148
USER	SageMaker	45	START	1628677468302	1628677468302
REQUEST	45		SageMaker-LEARNING-model-simulator-1	1628677468304	1628677468315	OK	 
USER	SageMaker	45	END	1628677468302	1628677468316
USER	SageMaker	46	START	1628677468463	1628677468463
REQUEST	46		SageMaker-LEARNING-model-simulator-1	1628677468464	1628677468489	OK	 
USER	SageMaker	46	END	1628677468463	1628677468490
USER	SageMaker	47	START	1628677468632	1628677468632
REQUEST	47		SageMaker-LEARNING-model-simulator-1	1628677468634	1628677468648	OK	 
USER	SageMaker	47	END	1628677468632	1628677468649
USER	SageMaker	48	START	1628677468803	1628677468803
REQUEST	48		SageMaker-LEARNING-model-simulator-1	1628677468804	1628677468817	OK	 
USER	SageMaker	48	END	1628677468803	1628677468818
USER	SageMaker	49	START	1628677468962	1628677468962
REQUEST	49		SageMaker-LEARNING-model-simulator-1	1628677468964	1628677468991	OK	 
USER	SageMaker	49	END	1628677468962	1628677468993
USER	SageMaker	50	START	1628677469132	1628677469132
REQUEST	50		SageMaker-LEARNING-model-simulator-1	1628677469134	1628677469144	OK	 
USER	SageMaker	50	END	1628677469132	1628677469145
USER	SageMaker	51	START	1628677469302	1628677469302
REQUEST	51		SageMaker-LEARNING-model-simulator-1	1628677469304	1628677469320	OK	 
USER	SageMaker	51	END	1628677469302	1628677469321
USER	SageMaker	52	START	1628677469472	1628677469472
REQUEST	52		SageMaker-LEARNING-model-simulator-1	1628677469474	1628677469488	OK	 
USER	SageMaker	52	END	1628677469472	1628677469489
USER	SageMaker	53	START	1628677469632	1628677469632
REQUEST	53		SageMaker-LEARNING-model-simulator-1	1628677469634	1628677469648	OK	 
USER	SageMaker	53	END	1628677469632	1628677469649
USER	SageMaker	54	START	1628677469802	1628677469802
REQUEST	54		SageMaker-LEARNING-model-simulator-1	1628677469803	1628677469818	OK	 
USER	SageMaker	54	END	1628677469802	1628677469819
USER	SageMaker	55	START	1628677469972	1628677469972
REQUEST	55		SageMaker-LEARNING-model-simulator-1	1628677469974	1628677469988	OK	 
USER	SageMaker	55	END	1628677469972	1628677469989
USER	SageMaker	56	START	1628677470132	1628677470132
REQUEST	56		SageMaker-LEARNING-model-simulator-1	1628677470133	1628677470154	OK	 
USER	SageMaker	56	END	1628677470132	1628677470154
USER	SageMaker	57	START	1628677470302	1628677470302
REQUEST	57		SageMaker-LEARNING-model-simulator-1	1628677470304	1628677470325	OK	 
USER	SageMaker	57	END	1628677470302	1628677470326
USER	SageMaker	58	START	1628677470472	1628677470472
REQUEST	58		SageMaker-LEARNING-model-simulator-1	1628677470474	1628677470498	OK	 
USER	SageMaker	58	END	1628677470472	1628677470499
USER	SageMaker	59	START	1628677470633	1628677470633
REQUEST	59		SageMaker-LEARNING-model-simulator-1	1628677470634	1628677470649	OK	 
USER	SageMaker	59	END	1628677470633	1628677470650
USER	SageMaker	60	START	1628677470802	1628677470802
REQUEST	60		SageMaker-LEARNING-model-simulator-1	1628677470804	1628677470832	OK	 
USER	SageMaker	60	END	1628677470802	1628677470833
USER	SageMaker	61	START	1628677470973	1628677470973
REQUEST	61		SageMaker-LEARNING-model-simulator-1	1628677470974	1628677471001	OK	 
USER	SageMaker	61	END	1628677470973	1628677471002
USER	SageMaker	62	START	1628677471132	1628677471132
REQUEST	62		SageMaker-LEARNING-model-simulator-1	1628677471133	1628677471156	OK	 
USER	SageMaker	62	END	1628677471132	1628677471157
USER	SageMaker	63	START	1628677471302	1628677471302
REQUEST	63		SageMaker-LEARNING-model-simulator-1	1628677471304	1628677471316	OK	 
USER	SageMaker	63	END	1628677471302	1628677471318
USER	SageMaker	64	START	1628677471462	1628677471462
REQUEST	64		SageMaker-LEARNING-model-simulator-1	1628677471463	1628677471487	OK	 
USER	SageMaker	64	END	1628677471462	1628677471488
USER	SageMaker	65	START	1628677471632	1628677471632
REQUEST	65		SageMaker-LEARNING-model-simulator-1	1628677471634	1628677471649	OK	 
USER	SageMaker	65	END	1628677471632	1628677471650
USER	SageMaker	66	START	1628677471802	1628677471802
REQUEST	66		SageMaker-LEARNING-model-simulator-1	1628677471804	1628677471819	OK	 
USER	SageMaker	66	END	1628677471802	1628677471820
USER	SageMaker	67	START	1628677471962	1628677471962
REQUEST	67		SageMaker-LEARNING-model-simulator-1	1628677471963	1628677471984	OK	 
USER	SageMaker	67	END	1628677471962	1628677471985
USER	SageMaker	68	START	1628677472132	1628677472132
REQUEST	68		SageMaker-LEARNING-model-simulator-1	1628677472133	1628677472145	OK	 
USER	SageMaker	68	END	1628677472132	1628677472146
USER	SageMaker	69	START	1628677472302	1628677472302
REQUEST	69		SageMaker-LEARNING-model-simulator-1	1628677472304	1628677472318	OK	 
USER	SageMaker	69	END	1628677472302	1628677472319
USER	SageMaker	70	START	1628677472472	1628677472472
REQUEST	70		SageMaker-LEARNING-model-simulator-1	1628677472473	1628677472485	OK	 
USER	SageMaker	70	END	1628677472472	1628677472486
USER	SageMaker	71	START	1628677472632	1628677472632
REQUEST	71		SageMaker-LEARNING-model-simulator-1	1628677472634	1628677472658	OK	 
USER	SageMaker	71	END	1628677472632	1628677472659
USER	SageMaker	72	START	1628677472803	1628677472803
REQUEST	72		SageMaker-LEARNING-model-simulator-1	1628677472804	1628677472832	OK	 
USER	SageMaker	72	END	1628677472803	1628677472833
USER	SageMaker	73	START	1628677472972	1628677472972
REQUEST	73		SageMaker-LEARNING-model-simulator-1	1628677472974	1628677472985	OK	 
USER	SageMaker	73	END	1628677472972	1628677472986
USER	SageMaker	74	START	1628677473132	1628677473132
REQUEST	74		SageMaker-LEARNING-model-simulator-1	1628677473134	1628677473161	OK	 
USER	SageMaker	74	END	1628677473132	1628677473162
USER	SageMaker	75	START	1628677473302	1628677473302
REQUEST	75		SageMaker-LEARNING-model-simulator-1	1628677473303	1628677473325	OK	 
USER	SageMaker	75	END	1628677473302	1628677473326
USER	SageMaker	76	START	1628677473472	1628677473472
REQUEST	76		SageMaker-LEARNING-model-simulator-1	1628677473474	1628677473488	OK	 
USER	SageMaker	76	END	1628677473472	1628677473488
USER	SageMaker	77	START	1628677473632	1628677473632
REQUEST	77		SageMaker-LEARNING-model-simulator-1	1628677473634	1628677473657	OK	 
USER	SageMaker	77	END	1628677473632	1628677473658
USER	SageMaker	78	START	1628677473802	1628677473802
REQUEST	78		SageMaker-LEARNING-model-simulator-1	1628677473803	1628677473818	OK	 
USER	SageMaker	78	END	1628677473802	1628677473819
USER	SageMaker	79	START	1628677473972	1628677473972
REQUEST	79		SageMaker-LEARNING-model-simulator-1	1628677473974	1628677474000	OK	 
USER	SageMaker	79	END	1628677473972	1628677474000
USER	SageMaker	80	START	1628677474132	1628677474132
REQUEST	80		SageMaker-LEARNING-model-simulator-1	1628677474134	1628677474145	OK	 
USER	SageMaker	80	END	1628677474132	1628677474146
USER	SageMaker	81	START	1628677474302	1628677474302
REQUEST	81		SageMaker-LEARNING-model-simulator-1	1628677474303	1628677474323	OK	 
USER	SageMaker	81	END	1628677474302	1628677474323
USER	SageMaker	82	START	1628677474472	1628677474472
REQUEST	82		SageMaker-LEARNING-model-simulator-1	1628677474474	1628677474496	OK	 
USER	SageMaker	82	END	1628677474472	1628677474497
USER	SageMaker	83	START	1628677474632	1628677474632
REQUEST	83		SageMaker-LEARNING-model-simulator-1	1628677474634	1628677474658	OK	 
USER	SageMaker	83	END	1628677474632	1628677474659
USER	SageMaker	84	START	1628677474803	1628677474803
REQUEST	84		SageMaker-LEARNING-model-simulator-1	1628677474804	1628677474825	OK	 
USER	SageMaker	84	END	1628677474803	1628677474826
USER	SageMaker	85	START	1628677474972	1628677474972
REQUEST	85		SageMaker-LEARNING-model-simulator-1	1628677474974	1628677474996	OK	 
USER	SageMaker	85	END	1628677474972	1628677474997
USER	SageMaker	86	START	1628677475132	1628677475132
REQUEST	86		SageMaker-LEARNING-model-simulator-1	1628677475134	1628677475164	OK	 
USER	SageMaker	86	END	1628677475132	1628677475165
USER	SageMaker	87	START	1628677475303	1628677475303
REQUEST	87		SageMaker-LEARNING-model-simulator-1	1628677475304	1628677475325	OK	 
USER	SageMaker	87	END	1628677475303	1628677475326
USER	SageMaker	88	START	1628677475472	1628677475472
REQUEST	88		SageMaker-LEARNING-model-simulator-1	1628677475474	1628677475487	OK	 
USER	SageMaker	88	END	1628677475472	1628677475488
USER	SageMaker	89	START	1628677475632	1628677475632
REQUEST	89		SageMaker-LEARNING-model-simulator-1	1628677475634	1628677475654	OK	 
USER	SageMaker	89	END	1628677475632	1628677475655
USER	SageMaker	90	START	1628677475802	1628677475802
REQUEST	90		SageMaker-LEARNING-model-simulator-1	1628677475803	1628677475818	OK	 
USER	SageMaker	90	END	1628677475802	1628677475819
USER	SageMaker	91	START	1628677475972	1628677475972
REQUEST	91		SageMaker-LEARNING-model-simulator-1	1628677475973	1628677475995	OK	 
USER	SageMaker	91	END	1628677475972	1628677475996
USER	SageMaker	92	START	1628677476132	1628677476132
REQUEST	92		SageMaker-LEARNING-model-simulator-1	1628677476134	1628677476146	OK	 
USER	SageMaker	92	END	1628677476132	1628677476147
USER	SageMaker	93	START	1628677476302	1628677476302
REQUEST	93		SageMaker-LEARNING-model-simulator-1	1628677476303	1628677476316	OK	 
USER	SageMaker	93	END	1628677476302	1628677476317
USER	SageMaker	94	START	1628677476472	1628677476472
REQUEST	94		SageMaker-LEARNING-model-simulator-1	1628677476474	1628677476497	OK	 
USER	SageMaker	94	END	1628677476472	1628677476498
USER	SageMaker	95	START	1628677476632	1628677476632
REQUEST	95		SageMaker-LEARNING-model-simulator-1	1628677476634	1628677476656	OK	 
USER	SageMaker	95	END	1628677476632	1628677476657
USER	SageMaker	96	START	1628677476802	1628677476802
REQUEST	96		SageMaker-LEARNING-model-simulator-1	1628677476803	1628677476816	OK	 
USER	SageMaker	96	END	1628677476802	1628677476816
USER	SageMaker	97	START	1628677476972	1628677476972
REQUEST	97		SageMaker-LEARNING-model-simulator-1	1628677476974	1628677476985	OK	 
USER	SageMaker	97	END	1628677476972	1628677476985
USER	SageMaker	98	START	1628677477133	1628677477133
REQUEST	98		SageMaker-LEARNING-model-simulator-1	1628677477134	1628677477159	OK	 
USER	SageMaker	98	END	1628677477133	1628677477160
USER	SageMaker	99	START	1628677477302	1628677477302
REQUEST	99		SageMaker-LEARNING-model-simulator-1	1628677477303	1628677477314	OK	 
USER	SageMaker	99	END	1628677477302	1628677477315
USER	SageMaker	100	START	1628677477472	1628677477472
REQUEST	100		SageMaker-LEARNING-model-simulator-1	1628677477474	1628677477485	OK	 
USER	SageMaker	100	END	1628677477472	1628677477486
USER	SageMaker	101	START	1628677477632	1628677477632
REQUEST	101		SageMaker-LEARNING-model-simulator-1	1628677477634	1628677477657	OK	 
USER	SageMaker	101	END	1628677477632	1628677477658
USER	SageMaker	102	START	1628677477802	1628677477802
REQUEST	102		SageMaker-LEARNING-model-simulator-1	1628677477803	1628677477816	OK	 
USER	SageMaker	102	END	1628677477802	1628677477817
USER	SageMaker	103	START	1628677477972	1628677477972
REQUEST	103		SageMaker-LEARNING-model-simulator-1	1628677477973	1628677477985	OK	 
USER	SageMaker	103	END	1628677477972	1628677477986
USER	SageMaker	104	START	1628677478132	1628677478132
REQUEST	104		SageMaker-LEARNING-model-simulator-1	1628677478134	1628677478146	OK	 
USER	SageMaker	104	END	1628677478132	1628677478147
USER	SageMaker	105	START	1628677478302	1628677478302
REQUEST	105		SageMaker-LEARNING-model-simulator-1	1628677478303	1628677478318	OK	 
USER	SageMaker	105	END	1628677478302	1628677478319
USER	SageMaker	106	START	1628677478472	1628677478472
REQUEST	106		SageMaker-LEARNING-model-simulator-1	1628677478474	1628677478494	OK	 
USER	SageMaker	106	END	1628677478472	1628677478495
USER	SageMaker	107	START	1628677478632	1628677478632
REQUEST	107		SageMaker-LEARNING-model-simulator-1	1628677478634	1628677478644	OK	 
USER	SageMaker	107	END	1628677478632	1628677478645
USER	SageMaker	108	START	1628677478802	1628677478802
REQUEST	108		SageMaker-LEARNING-model-simulator-1	1628677478803	1628677478825	OK	 
USER	SageMaker	108	END	1628677478802	1628677478826
USER	SageMaker	109	START	1628677478972	1628677478972
REQUEST	109		SageMaker-LEARNING-model-simulator-1	1628677478974	1628677479006	OK	 
USER	SageMaker	109	END	1628677478972	1628677479006
USER	SageMaker	110	START	1628677479132	1628677479132
REQUEST	110		SageMaker-LEARNING-model-simulator-1	1628677479134	1628677479145	OK	 
USER	SageMaker	110	END	1628677479132	1628677479146
USER	SageMaker	111	START	1628677479303	1628677479303
REQUEST	111		SageMaker-LEARNING-model-simulator-1	1628677479304	1628677479325	OK	 
USER	SageMaker	111	END	1628677479303	1628677479325
USER	SageMaker	112	START	1628677479472	1628677479472
REQUEST	112		SageMaker-LEARNING-model-simulator-1	1628677479473	1628677479484	OK	 
USER	SageMaker	112	END	1628677479472	1628677479485
USER	SageMaker	113	START	1628677479632	1628677479632
REQUEST	113		SageMaker-LEARNING-model-simulator-1	1628677479634	1628677479649	OK	 
USER	SageMaker	113	END	1628677479632	1628677479650
USER	SageMaker	114	START	1628677479802	1628677479802
REQUEST	114		SageMaker-LEARNING-model-simulator-1	1628677479804	1628677479814	OK	 
USER	SageMaker	114	END	1628677479802	1628677479815
USER	SageMaker	115	START	1628677479972	1628677479972
REQUEST	115		SageMaker-LEARNING-model-simulator-1	1628677479973	1628677479986	OK	 
USER	SageMaker	115	END	1628677479972	1628677479987
USER	SageMaker	116	START	1628677480132	1628677480132
REQUEST	116		SageMaker-LEARNING-model-simulator-1	1628677480133	1628677480153	OK	 
USER	SageMaker	116	END	1628677480132	1628677480154
USER	SageMaker	117	START	1628677480303	1628677480303
REQUEST	117		SageMaker-LEARNING-model-simulator-1	1628677480304	1628677480325	OK	 
USER	SageMaker	117	END	1628677480303	1628677480326
USER	SageMaker	118	START	1628677480472	1628677480472
REQUEST	118		SageMaker-LEARNING-model-simulator-1	1628677480473	1628677480484	OK	 
USER	SageMaker	118	END	1628677480472	1628677480485
USER	SageMaker	119	START	1628677480632	1628677480632
REQUEST	119		SageMaker-LEARNING-model-simulator-1	1628677480633	1628677480647	OK	 
USER	SageMaker	119	END	1628677480632	1628677480648
USER	SageMaker	120	START	1628677480802	1628677480802
REQUEST	120		SageMaker-LEARNING-model-simulator-1	1628677480804	1628677480827	OK	 
USER	SageMaker	120	END	1628677480802	1628677480828
USER	SageMaker	121	START	1628677480972	1628677480972
REQUEST	121		SageMaker-LEARNING-model-simulator-1	1628677480973	1628677480992	OK	 
USER	SageMaker	121	END	1628677480972	1628677480993
USER	SageMaker	122	START	1628677481132	1628677481132
REQUEST	122		SageMaker-LEARNING-model-simulator-1	1628677481133	1628677481146	OK	 
USER	SageMaker	122	END	1628677481132	1628677481147
USER	SageMaker	123	START	1628677481302	1628677481302
REQUEST	123		SageMaker-LEARNING-model-simulator-1	1628677481304	1628677481315	OK	 
USER	SageMaker	123	END	1628677481302	1628677481316
USER	SageMaker	124	START	1628677481473	1628677481473
REQUEST	124		SageMaker-LEARNING-model-simulator-1	1628677481474	1628677481484	OK	 
USER	SageMaker	124	END	1628677481473	1628677481485
USER	SageMaker	125	START	1628677481632	1628677481632
REQUEST	125		SageMaker-LEARNING-model-simulator-1	1628677481634	1628677481649	OK	 
USER	SageMaker	125	END	1628677481632	1628677481649
USER	SageMaker	126	START	1628677481802	1628677481802
REQUEST	126		SageMaker-LEARNING-model-simulator-1	1628677481804	1628677481828	OK	 
USER	SageMaker	126	END	1628677481802	1628677481829
USER	SageMaker	127	START	1628677481972	1628677481972
REQUEST	127		SageMaker-LEARNING-model-simulator-1	1628677481973	1628677481985	OK	 
USER	SageMaker	127	END	1628677481972	1628677481986
USER	SageMaker	128	START	1628677482132	1628677482132
REQUEST	128		SageMaker-LEARNING-model-simulator-1	1628677482134	1628677482157	OK	 
USER	SageMaker	128	END	1628677482132	1628677482159
USER	SageMaker	129	START	1628677482302	1628677482302
REQUEST	129		SageMaker-LEARNING-model-simulator-1	1628677482304	1628677482314	OK	 
USER	SageMaker	129	END	1628677482302	1628677482315
USER	SageMaker	130	START	1628677482472	1628677482472
REQUEST	130		SageMaker-LEARNING-model-simulator-1	1628677482473	1628677482487	OK	 
USER	SageMaker	130	END	1628677482472	1628677482488
USER	SageMaker	131	START	1628677482632	1628677482632
REQUEST	131		SageMaker-LEARNING-model-simulator-1	1628677482633	1628677482653	OK	 
USER	SageMaker	131	END	1628677482632	1628677482653
USER	SageMaker	132	START	1628677482802	1628677482802
REQUEST	132		SageMaker-LEARNING-model-simulator-1	1628677482804	1628677482823	OK	 
USER	SageMaker	132	END	1628677482802	1628677482824
USER	SageMaker	133	START	1628677482973	1628677482973
REQUEST	133		SageMaker-LEARNING-model-simulator-1	1628677482974	1628677482996	OK	 
USER	SageMaker	133	END	1628677482973	1628677482997
USER	SageMaker	134	START	1628677483132	1628677483132
REQUEST	134		SageMaker-LEARNING-model-simulator-1	1628677483133	1628677483149	OK	 
USER	SageMaker	134	END	1628677483132	1628677483150
USER	SageMaker	135	START	1628677483302	1628677483302
REQUEST	135		SageMaker-LEARNING-model-simulator-1	1628677483304	1628677483315	OK	 
USER	SageMaker	135	END	1628677483302	1628677483315
USER	SageMaker	136	START	1628677483462	1628677483462
REQUEST	136		SageMaker-LEARNING-model-simulator-1	1628677483464	1628677483475	OK	 
USER	SageMaker	136	END	1628677483462	1628677483475
USER	SageMaker	137	START	1628677483632	1628677483632
REQUEST	137		SageMaker-LEARNING-model-simulator-1	1628677483633	1628677483647	OK	 
USER	SageMaker	137	END	1628677483632	1628677483648
USER	SageMaker	138	START	1628677483802	1628677483802
REQUEST	138		SageMaker-LEARNING-model-simulator-1	1628677483804	1628677483830	OK	 
USER	SageMaker	138	END	1628677483802	1628677483831
USER	SageMaker	139	START	1628677483963	1628677483963
REQUEST	139		SageMaker-LEARNING-model-simulator-1	1628677483964	1628677483985	OK	 
USER	SageMaker	139	END	1628677483963	1628677483985
USER	SageMaker	140	START	1628677484132	1628677484132
REQUEST	140		SageMaker-LEARNING-model-simulator-1	1628677484133	1628677484144	OK	 
USER	SageMaker	140	END	1628677484132	1628677484145
USER	SageMaker	141	START	1628677484302	1628677484302
REQUEST	141		SageMaker-LEARNING-model-simulator-1	1628677484304	1628677484318	OK	 
USER	SageMaker	141	END	1628677484302	1628677484318
USER	SageMaker	142	START	1628677484473	1628677484473
REQUEST	142		SageMaker-LEARNING-model-simulator-1	1628677484474	1628677484485	OK	 
USER	SageMaker	142	END	1628677484473	1628677484485
USER	SageMaker	143	START	1628677484632	1628677484632
REQUEST	143		SageMaker-LEARNING-model-simulator-1	1628677484633	1628677484644	OK	 
USER	SageMaker	143	END	1628677484632	1628677484644
USER	SageMaker	144	START	1628677484802	1628677484802
REQUEST	144		SageMaker-LEARNING-model-simulator-1	1628677484803	1628677484814	OK	 
USER	SageMaker	144	END	1628677484802	1628677484815
USER	SageMaker	145	START	1628677484972	1628677484972
REQUEST	145		SageMaker-LEARNING-model-simulator-1	1628677484973	1628677484984	OK	 
USER	SageMaker	145	END	1628677484972	1628677484985
USER	SageMaker	146	START	1628677485132	1628677485132
REQUEST	146		SageMaker-LEARNING-model-simulator-1	1628677485133	1628677485144	OK	 
USER	SageMaker	146	END	1628677485132	1628677485145
USER	SageMaker	147	START	1628677485302	1628677485302
