RUN	GenericSageMakerScenario	1628678572-ml.m5.large-1-30TPS	1628678574992	 	3.2.0
REQUEST	28		SageMaker-LEARNING-model-simulator-1	1628678578162	1628678578177	OK	 
USER	SageMaker	28	END	1628678578160	1628678578178
USER	SageMaker	29	START	1628678578189	1628678578189
REQUEST	29		SageMaker-LEARNING-model-simulator-1	1628678578191	1628678578212	OK	 
USER	SageMaker	29	END	1628678578189	1628678578213
USER	SageMaker	30	START	1628678578219	1628678578219
REQUEST	30		SageMaker-LEARNING-model-simulator-1	1628678578221	1628678578243	OK	 
USER	SageMaker	30	END	1628678578219	1628678578245
USER	SageMaker	31	START	1628678578260	1628678578260
USER	SageMaker	32	START	1628678578279	1628678578279
REQUEST	31		SageMaker-LEARNING-model-simulator-1	1628678578263	1628678578280	OK	 
USER	SageMaker	31	END	1628678578260	1628678578281
REQUEST	32		SageMaker-LEARNING-model-simulator-1	1628678578281	1628678578291	OK	 
USER	SageMaker	32	END	1628678578279	1628678578292
USER	SageMaker	33	START	1628678578309	1628678578309
REQUEST	33		SageMaker-LEARNING-model-simulator-1	1628678578311	1628678578340	OK	 
USER	SageMaker	33	END	1628678578309	1628678578341
USER	SageMaker	34	START	1628678578350	1628678578350
REQUEST	34		SageMaker-LEARNING-model-simulator-1	1628678578352	1628678578373	OK	 
USER	SageMaker	34	END	1628678578350	1628678578374
USER	SageMaker	35	START	1628678578379	1628678578379
REQUEST	35		SageMaker-LEARNING-model-simulator-1	1628678578381	1628678578402	OK	 
USER	SageMaker	35	END	1628678578379	1628678578404
USER	SageMaker	36	START	1628678578410	1628678578410
REQUEST	36		SageMaker-LEARNING-model-simulator-1	1628678578411	1628678578436	OK	 
USER	SageMaker	36	END	1628678578410	1628678578437
USER	SageMaker	37	START	1628678578450	1628678578450
REQUEST	37		SageMaker-LEARNING-model-simulator-1	1628678578452	1628678578474	OK	 
USER	SageMaker	37	END	1628678578450	1628678578475
USER	SageMaker	38	START	1628678578479	1628678578479
USER	SageMaker	39	START	1628678578510	1628678578510
REQUEST	38		SageMaker-LEARNING-model-simulator-1	1628678578481	1628678578512	OK	 
USER	SageMaker	38	END	1628678578479	1628678578513
REQUEST	39		SageMaker-LEARNING-model-simulator-1	1628678578512	1628678578523	OK	 
USER	SageMaker	39	END	1628678578510	1628678578524
USER	SageMaker	40	START	1628678578550	1628678578550
REQUEST	40		SageMaker-LEARNING-model-simulator-1	1628678578552	1628678578575	OK	 
USER	SageMaker	40	END	1628678578550	1628678578577
USER	SageMaker	41	START	1628678578579	1628678578579
REQUEST	41		SageMaker-LEARNING-model-simulator-1	1628678578581	1628678578601	OK	 
USER	SageMaker	41	END	1628678578579	1628678578602
USER	SageMaker	42	START	1628678578610	1628678578610
REQUEST	42		SageMaker-LEARNING-model-simulator-1	1628678578611	1628678578633	OK	 
USER	SageMaker	42	END	1628678578610	1628678578634
USER	SageMaker	43	START	1628678578650	1628678578650
REQUEST	43		SageMaker-LEARNING-model-simulator-1	1628678578652	1628678578677	OK	 
USER	SageMaker	44	START	1628678578682	1628678578682
USER	SageMaker	43	END	1628678578650	1628678578682
REQUEST	44		SageMaker-LEARNING-model-simulator-1	1628678578683	1628678578700	OK	 
USER	SageMaker	44	END	1628678578682	1628678578701
USER	SageMaker	45	START	1628678578710	1628678578710
REQUEST	45		SageMaker-LEARNING-model-simulator-1	1628678578711	1628678578739	OK	 
USER	SageMaker	45	END	1628678578710	1628678578740
USER	SageMaker	46	START	1628678578750	1628678578750
REQUEST	46		SageMaker-LEARNING-model-simulator-1	1628678578752	1628678578777	OK	 
USER	SageMaker	46	END	1628678578750	1628678578778
USER	SageMaker	47	START	1628678578780	1628678578780
REQUEST	47		SageMaker-LEARNING-model-simulator-1	1628678578781	1628678578793	OK	 
USER	SageMaker	47	END	1628678578780	1628678578794
USER	SageMaker	48	START	1628678578810	1628678578810
REQUEST	48		SageMaker-LEARNING-model-simulator-1	1628678578811	1628678578838	OK	 
USER	SageMaker	48	END	1628678578810	1628678578839
USER	SageMaker	49	START	1628678578849	1628678578849
REQUEST	49		SageMaker-LEARNING-model-simulator-1	1628678578851	1628678578874	OK	 
USER	SageMaker	49	END	1628678578849	1628678578875
USER	SageMaker	50	START	1628678578880	1628678578880
REQUEST	50		SageMaker-LEARNING-model-simulator-1	1628678578881	1628678578900	OK	 
USER	SageMaker	50	END	1628678578880	1628678578902
USER	SageMaker	51	START	1628678578910	1628678578910
REQUEST	51		SageMaker-LEARNING-model-simulator-1	1628678578911	1628678578926	OK	 
USER	SageMaker	51	END	1628678578910	1628678578927
USER	SageMaker	52	START	1628678578950	1628678578950
REQUEST	52		SageMaker-LEARNING-model-simulator-1	1628678578952	1628678578974	OK	 
USER	SageMaker	52	END	1628678578950	1628678578975
USER	SageMaker	53	START	1628678578980	1628678578980
REQUEST	53		SageMaker-LEARNING-model-simulator-1	1628678578981	1628678579008	OK	 
USER	SageMaker	53	END	1628678578980	1628678579009
USER	SageMaker	54	START	1628678579010	1628678579010
REQUEST	54		SageMaker-LEARNING-model-simulator-1	1628678579011	1628678579023	OK	 
USER	SageMaker	54	END	1628678579010	1628678579024
USER	SageMaker	55	START	1628678579049	1628678579049
REQUEST	55		SageMaker-LEARNING-model-simulator-1	1628678579051	1628678579064	OK	 
USER	SageMaker	55	END	1628678579049	1628678579065
USER	SageMaker	56	START	1628678579080	1628678579080
REQUEST	56		SageMaker-LEARNING-model-simulator-1	1628678579081	1628678579102	OK	 
USER	SageMaker	56	END	1628678579080	1628678579103
USER	SageMaker	57	START	1628678579110	1628678579110
REQUEST	57		SageMaker-LEARNING-model-simulator-1	1628678579112	1628678579126	OK	 
USER	SageMaker	57	END	1628678579110	1628678579126
USER	SageMaker	58	START	1628678579149	1628678579149
REQUEST	58		SageMaker-LEARNING-model-simulator-1	1628678579151	1628678579176	OK	 
USER	SageMaker	58	END	1628678579149	1628678579177
USER	SageMaker	59	START	1628678579180	1628678579180
REQUEST	59		SageMaker-LEARNING-model-simulator-1	1628678579181	1628678579205	OK	 
USER	SageMaker	59	END	1628678579180	1628678579206
USER	SageMaker	60	START	1628678579210	1628678579210
REQUEST	60		SageMaker-LEARNING-model-simulator-1	1628678579211	1628678579233	OK	 
USER	SageMaker	60	END	1628678579210	1628678579234
USER	SageMaker	61	START	1628678579249	1628678579249
REQUEST	61		SageMaker-LEARNING-model-simulator-1	1628678579251	1628678579265	OK	 
USER	SageMaker	61	END	1628678579249	1628678579266
USER	SageMaker	62	START	1628678579280	1628678579280
REQUEST	62		SageMaker-LEARNING-model-simulator-1	1628678579281	1628678579301	OK	 
USER	SageMaker	62	END	1628678579280	1628678579302
USER	SageMaker	63	START	1628678579310	1628678579310
REQUEST	63		SageMaker-LEARNING-model-simulator-1	1628678579312	1628678579332	OK	 
USER	SageMaker	63	END	1628678579310	1628678579334
USER	SageMaker	64	START	1628678579349	1628678579349
REQUEST	64		SageMaker-LEARNING-model-simulator-1	1628678579351	1628678579365	OK	 
USER	SageMaker	64	END	1628678579349	1628678579366
USER	SageMaker	65	START	1628678579380	1628678579380
REQUEST	65		SageMaker-LEARNING-model-simulator-1	1628678579381	1628678579394	OK	 
USER	SageMaker	65	END	1628678579380	1628678579395
USER	SageMaker	66	START	1628678579410	1628678579410
REQUEST	66		SageMaker-LEARNING-model-simulator-1	1628678579412	1628678579426	OK	 
USER	SageMaker	66	END	1628678579410	1628678579427
USER	SageMaker	67	START	1628678579449	1628678579449
REQUEST	67		SageMaker-LEARNING-model-simulator-1	1628678579451	1628678579462	OK	 
USER	SageMaker	67	END	1628678579449	1628678579463
USER	SageMaker	68	START	1628678579480	1628678579480
REQUEST	68		SageMaker-LEARNING-model-simulator-1	1628678579481	1628678579492	OK	 
USER	SageMaker	68	END	1628678579480	1628678579493
USER	SageMaker	69	START	1628678579510	1628678579510
REQUEST	69		SageMaker-LEARNING-model-simulator-1	1628678579512	1628678579534	OK	 
USER	SageMaker	69	END	1628678579510	1628678579535
USER	SageMaker	70	START	1628678579549	1628678579549
REQUEST	70		SageMaker-LEARNING-model-simulator-1	1628678579551	1628678579565	OK	 
USER	SageMaker	70	END	1628678579549	1628678579566
USER	SageMaker	71	START	1628678579580	1628678579580
REQUEST	71		SageMaker-LEARNING-model-simulator-1	1628678579581	1628678579605	OK	 
USER	SageMaker	71	END	1628678579580	1628678579606
USER	SageMaker	72	START	1628678579610	1628678579610
REQUEST	72		SageMaker-LEARNING-model-simulator-1	1628678579611	1628678579626	OK	 
USER	SageMaker	72	END	1628678579610	1628678579627
USER	SageMaker	73	START	1628678579650	1628678579650
REQUEST	73		SageMaker-LEARNING-model-simulator-1	1628678579651	1628678579674	OK	 
USER	SageMaker	73	END	1628678579650	1628678579675
USER	SageMaker	74	START	1628678579679	1628678579679
REQUEST	74		SageMaker-LEARNING-model-simulator-1	1628678579681	1628678579707	OK	 
USER	SageMaker	74	END	1628678579679	1628678579708
USER	SageMaker	75	START	1628678579710	1628678579710
REQUEST	75		SageMaker-LEARNING-model-simulator-1	1628678579711	1628678579722	OK	 
USER	SageMaker	75	END	1628678579710	1628678579723
USER	SageMaker	76	START	1628678579750	1628678579750
REQUEST	76		SageMaker-LEARNING-model-simulator-1	1628678579752	1628678579762	OK	 
USER	SageMaker	76	END	1628678579750	1628678579764
USER	SageMaker	77	START	1628678579779	1628678579779
REQUEST	77		SageMaker-LEARNING-model-simulator-1	1628678579781	1628678579804	OK	 
USER	SageMaker	77	END	1628678579779	1628678579806
USER	SageMaker	78	START	1628678579810	1628678579810
REQUEST	78		SageMaker-LEARNING-model-simulator-1	1628678579811	1628678579824	OK	 
USER	SageMaker	78	END	1628678579810	1628678579824
USER	SageMaker	79	START	1628678579850	1628678579850
REQUEST	79		SageMaker-LEARNING-model-simulator-1	1628678579852	1628678579871	OK	 
USER	SageMaker	79	END	1628678579850	1628678579873
USER	SageMaker	80	START	1628678579879	1628678579879
REQUEST	80		SageMaker-LEARNING-model-simulator-1	1628678579881	1628678579906	OK	 
USER	SageMaker	80	END	1628678579879	1628678579907
USER	SageMaker	81	START	1628678579910	1628678579910
REQUEST	81		SageMaker-LEARNING-model-simulator-1	1628678579911	1628678579925	OK	 
USER	SageMaker	81	END	1628678579910	1628678579926
USER	SageMaker	82	START	1628678579950	1628678579950
REQUEST	82		SageMaker-LEARNING-model-simulator-1	1628678579952	1628678579964	OK	 
USER	SageMaker	82	END	1628678579950	1628678579965
USER	SageMaker	83	START	1628678579979	1628678579979
REQUEST	83		SageMaker-LEARNING-model-simulator-1	1628678579981	1628678580002	OK	 
USER	SageMaker	83	END	1628678579979	1628678580003
USER	SageMaker	84	START	1628678580010	1628678580010
REQUEST	84		SageMaker-LEARNING-model-simulator-1	1628678580011	1628678580023	OK	 
USER	SageMaker	84	END	1628678580010	1628678580024
USER	SageMaker	85	START	1628678580049	1628678580049
REQUEST	85		SageMaker-LEARNING-model-simulator-1	1628678580051	1628678580076	OK	 
USER	SageMaker	85	END	1628678580049	1628678580078
USER	SageMaker	86	START	1628678580080	1628678580080
REQUEST	86		SageMaker-LEARNING-model-simulator-1	1628678580081	1628678580106	OK	 
USER	SageMaker	86	END	1628678580080	1628678580107
USER	SageMaker	87	START	1628678580110	1628678580110
REQUEST	87		SageMaker-LEARNING-model-simulator-1	1628678580111	1628678580122	OK	 
USER	SageMaker	87	END	1628678580110	1628678580123
USER	SageMaker	88	START	1628678580149	1628678580149
REQUEST	88		SageMaker-LEARNING-model-simulator-1	1628678580151	1628678580175	OK	 
USER	SageMaker	88	END	1628678580149	1628678580176
USER	SageMaker	89	START	1628678580180	1628678580180
REQUEST	89		SageMaker-LEARNING-model-simulator-1	1628678580181	1628678580203	OK	 
USER	SageMaker	89	END	1628678580180	1628678580204
USER	SageMaker	90	START	1628678580210	1628678580210
REQUEST	90		SageMaker-LEARNING-model-simulator-1	1628678580211	1628678580223	OK	 
USER	SageMaker	90	END	1628678580210	1628678580224
USER	SageMaker	91	START	1628678580249	1628678580249
REQUEST	91		SageMaker-LEARNING-model-simulator-1	1628678580251	1628678580262	OK	 
USER	SageMaker	91	END	1628678580249	1628678580263
USER	SageMaker	92	START	1628678580280	1628678580280
REQUEST	92		SageMaker-LEARNING-model-simulator-1	1628678580281	1628678580304	OK	 
USER	SageMaker	92	END	1628678580280	1628678580305
USER	SageMaker	93	START	1628678580310	1628678580310
REQUEST	93		SageMaker-LEARNING-model-simulator-1	1628678580312	1628678580323	OK	 
USER	SageMaker	93	END	1628678580310	1628678580324
USER	SageMaker	94	START	1628678580349	1628678580349
REQUEST	94		SageMaker-LEARNING-model-simulator-1	1628678580351	1628678580363	OK	 
USER	SageMaker	94	END	1628678580349	1628678580364
USER	SageMaker	95	START	1628678580380	1628678580380
REQUEST	95		SageMaker-LEARNING-model-simulator-1	1628678580381	1628678580393	OK	 
USER	SageMaker	95	END	1628678580380	1628678580394
USER	SageMaker	96	START	1628678580410	1628678580410
REQUEST	96		SageMaker-LEARNING-model-simulator-1	1628678580412	1628678580423	OK	 
USER	SageMaker	96	END	1628678580410	1628678580425
USER	SageMaker	97	START	1628678580449	1628678580449
REQUEST	97		SageMaker-LEARNING-model-simulator-1	1628678580451	1628678580462	OK	 
USER	SageMaker	97	END	1628678580449	1628678580463
USER	SageMaker	98	START	1628678580480	1628678580480
REQUEST	98		SageMaker-LEARNING-model-simulator-1	1628678580481	1628678580504	OK	 
USER	SageMaker	98	END	1628678580480	1628678580505
USER	SageMaker	99	START	1628678580510	1628678580510
REQUEST	99		SageMaker-LEARNING-model-simulator-1	1628678580511	1628678580526	OK	 
USER	SageMaker	99	END	1628678580510	1628678580527
USER	SageMaker	100	START	1628678580549	1628678580549
REQUEST	100		SageMaker-LEARNING-model-simulator-1	1628678580551	1628678580562	OK	 
USER	SageMaker	100	END	1628678580549	1628678580563
USER	SageMaker	101	START	1628678580580	1628678580580
REQUEST	101		SageMaker-LEARNING-model-simulator-1	1628678580581	1628678580597	OK	 
USER	SageMaker	101	END	1628678580580	1628678580598
USER	SageMaker	102	START	1628678580610	1628678580610
REQUEST	102		SageMaker-LEARNING-model-simulator-1	1628678580611	1628678580623	OK	 
USER	SageMaker	102	END	1628678580610	1628678580624
USER	SageMaker	103	START	1628678580649	1628678580649
REQUEST	103		SageMaker-LEARNING-model-simulator-1	1628678580651	1628678580662	OK	 
USER	SageMaker	103	END	1628678580649	1628678580663
USER	SageMaker	104	START	1628678580680	1628678580680
REQUEST	104		SageMaker-LEARNING-model-simulator-1	1628678580682	1628678580697	OK	 
USER	SageMaker	104	END	1628678580680	1628678580697
USER	SageMaker	105	START	1628678580710	1628678580710
REQUEST	105		SageMaker-LEARNING-model-simulator-1	1628678580712	1628678580724	OK	 
USER	SageMaker	105	END	1628678580710	1628678580725
USER	SageMaker	106	START	1628678580750	1628678580750
REQUEST	106		SageMaker-LEARNING-model-simulator-1	1628678580751	1628678580772	OK	 
USER	SageMaker	106	END	1628678580750	1628678580773
USER	SageMaker	107	START	1628678580779	1628678580779
REQUEST	107		SageMaker-LEARNING-model-simulator-1	1628678580780	1628678580793	OK	 
USER	SageMaker	107	END	1628678580779	1628678580793
USER	SageMaker	108	START	1628678580809	1628678580809
REQUEST	108		SageMaker-LEARNING-model-simulator-1	1628678580811	1628678580830	OK	 
USER	SageMaker	108	END	1628678580809	1628678580831
USER	SageMaker	109	START	1628678580850	1628678580850
REQUEST	109		SageMaker-LEARNING-model-simulator-1	1628678580852	1628678580867	OK	 
USER	SageMaker	109	END	1628678580850	1628678580868
USER	SageMaker	110	START	1628678580879	1628678580879
REQUEST	110		SageMaker-LEARNING-model-simulator-1	1628678580881	1628678580893	OK	 
USER	SageMaker	110	END	1628678580879	1628678580894
USER	SageMaker	111	START	1628678580909	1628678580909
REQUEST	111		SageMaker-LEARNING-model-simulator-1	1628678580911	1628678580936	OK	 
USER	SageMaker	111	END	1628678580909	1628678580937
USER	SageMaker	112	START	1628678580950	1628678580950
REQUEST	112		SageMaker-LEARNING-model-simulator-1	1628678580952	1628678580964	OK	 
USER	SageMaker	112	END	1628678580950	1628678580965
USER	SageMaker	113	START	1628678580979	1628678580979
REQUEST	113		SageMaker-LEARNING-model-simulator-1	1628678580981	1628678581002	OK	 
USER	SageMaker	113	END	1628678580979	1628678581003
USER	SageMaker	114	START	1628678581010	1628678581010
REQUEST	114		SageMaker-LEARNING-model-simulator-1	1628678581011	1628678581021	OK	 
USER	SageMaker	114	END	1628678581010	1628678581022
USER	SageMaker	115	START	1628678581050	1628678581050
REQUEST	115		SageMaker-LEARNING-model-simulator-1	1628678581052	1628678581078	OK	 
USER	SageMaker	115	END	1628678581050	1628678581079
USER	SageMaker	116	START	1628678581079	1628678581079
REQUEST	116		SageMaker-LEARNING-model-simulator-1	1628678581081	1628678581092	OK	 
USER	SageMaker	116	END	1628678581079	1628678581093
USER	SageMaker	117	START	1628678581110	1628678581110
REQUEST	117		SageMaker-LEARNING-model-simulator-1	1628678581112	1628678581123	OK	 
USER	SageMaker	117	END	1628678581110	1628678581124
USER	SageMaker	118	START	1628678581149	1628678581149
REQUEST	118		SageMaker-LEARNING-model-simulator-1	1628678581151	1628678581174	OK	 
USER	SageMaker	118	END	1628678581149	1628678581175
USER	SageMaker	119	START	1628678581180	1628678581180
REQUEST	119		SageMaker-LEARNING-model-simulator-1	1628678581182	1628678581192	OK	 
USER	SageMaker	119	END	1628678581180	1628678581193
USER	SageMaker	120	START	1628678581209	1628678581209
REQUEST	120		SageMaker-LEARNING-model-simulator-1	1628678581211	1628678581226	OK	 
USER	SageMaker	120	END	1628678581209	1628678581227
USER	SageMaker	121	START	1628678581250	1628678581250
REQUEST	121		SageMaker-LEARNING-model-simulator-1	1628678581252	1628678581278	OK	 
USER	SageMaker	121	END	1628678581250	1628678581278
USER	SageMaker	122	START	1628678581279	1628678581279
REQUEST	122		SageMaker-LEARNING-model-simulator-1	1628678581280	1628678581291	OK	 
USER	SageMaker	122	END	1628678581279	1628678581292
USER	SageMaker	123	START	1628678581310	1628678581310
REQUEST	123		SageMaker-LEARNING-model-simulator-1	1628678581311	1628678581331	OK	 
USER	SageMaker	123	END	1628678581310	1628678581332
USER	SageMaker	124	START	1628678581350	1628678581350
REQUEST	124		SageMaker-LEARNING-model-simulator-1	1628678581352	1628678581366	OK	 
USER	SageMaker	124	END	1628678581350	1628678581367
USER	SageMaker	125	START	1628678581379	1628678581379
REQUEST	125		SageMaker-LEARNING-model-simulator-1	1628678581381	1628678581397	OK	 
USER	SageMaker	125	END	1628678581379	1628678581398
USER	SageMaker	126	START	1628678581410	1628678581410
REQUEST	126		SageMaker-LEARNING-model-simulator-1	1628678581412	1628678581426	OK	 
USER	SageMaker	126	END	1628678581410	1628678581427
USER	SageMaker	127	START	1628678581449	1628678581449
REQUEST	127		SageMaker-LEARNING-model-simulator-1	1628678581451	1628678581463	OK	 
USER	SageMaker	127	END	1628678581449	1628678581465
USER	SageMaker	128	START	1628678581479	1628678581479
REQUEST	128		SageMaker-LEARNING-model-simulator-1	1628678581481	1628678581491	OK	 
USER	SageMaker	128	END	1628678581479	1628678581493
USER	SageMaker	129	START	1628678581510	1628678581510
REQUEST	129		SageMaker-LEARNING-model-simulator-1	1628678581511	1628678581523	OK	 
USER	SageMaker	129	END	1628678581510	1628678581524
USER	SageMaker	130	START	1628678581549	1628678581549
REQUEST	130		SageMaker-LEARNING-model-simulator-1	1628678581551	1628678581561	OK	 
USER	SageMaker	130	END	1628678581549	1628678581562
USER	SageMaker	131	START	1628678581580	1628678581580
REQUEST	131		SageMaker-LEARNING-model-simulator-1	1628678581581	1628678581595	OK	 
USER	SageMaker	131	END	1628678581580	1628678581596
USER	SageMaker	132	START	1628678581610	1628678581610
REQUEST	132		SageMaker-LEARNING-model-simulator-1	1628678581611	1628678581628	OK	 
USER	SageMaker	132	END	1628678581610	1628678581630
USER	SageMaker	133	START	1628678581649	1628678581649
REQUEST	133		SageMaker-LEARNING-model-simulator-1	1628678581651	1628678581662	OK	 
USER	SageMaker	133	END	1628678581649	1628678581663
USER	SageMaker	134	START	1628678581680	1628678581680
REQUEST	134		SageMaker-LEARNING-model-simulator-1	1628678581681	1628678581696	OK	 
USER	SageMaker	134	END	1628678581680	1628678581697
USER	SageMaker	135	START	1628678581709	1628678581709
REQUEST	135		SageMaker-LEARNING-model-simulator-1	1628678581711	1628678581722	OK	 
USER	SageMaker	135	END	1628678581709	1628678581723
USER	SageMaker	136	START	1628678581750	1628678581750
REQUEST	136		SageMaker-LEARNING-model-simulator-1	1628678581751	1628678581762	OK	 
USER	SageMaker	136	END	1628678581750	1628678581763
USER	SageMaker	137	START	1628678581780	1628678581780
REQUEST	137		SageMaker-LEARNING-model-simulator-1	1628678581782	1628678581793	OK	 
USER	SageMaker	137	END	1628678581780	1628678581794
USER	SageMaker	138	START	1628678581809	1628678581809
REQUEST	138		SageMaker-LEARNING-model-simulator-1	1628678581811	1628678581821	OK	 
USER	SageMaker	138	END	1628678581809	1628678581822
USER	SageMaker	139	START	1628678581850	1628678581850
REQUEST	139		SageMaker-LEARNING-model-simulator-1	1628678581851	1628678581872	OK	 
USER	SageMaker	139	END	1628678581850	1628678581873
USER	SageMaker	140	START	1628678581879	1628678581879
REQUEST	140		SageMaker-LEARNING-model-simulator-1	1628678581880	1628678581892	OK	 
USER	SageMaker	140	END	1628678581879	1628678581893
USER	SageMaker	141	START	1628678581909	1628678581909
REQUEST	141		SageMaker-LEARNING-model-simulator-1	1628678581911	1628678581933	OK	 
USER	SageMaker	141	END	1628678581909	1628678581934
USER	SageMaker	142	START	1628678581950	1628678581950
REQUEST	142		SageMaker-LEARNING-model-simulator-1	1628678581951	1628678581963	OK	 
USER	SageMaker	142	END	1628678581950	1628678581964
USER	SageMaker	143	START	1628678581979	1628678581979
REQUEST	143		SageMaker-LEARNING-model-simulator-1	1628678581981	1628678581996	OK	 
USER	SageMaker	143	END	1628678581979	1628678581996
USER	SageMaker	144	START	1628678582009	1628678582009
REQUEST	144		SageMaker-LEARNING-model-simulator-1	1628678582011	1628678582027	OK	 
USER	SageMaker	144	END	1628678582009	1628678582028
USER	SageMaker	145	START	1628678582050	1628678582050
REQUEST	145		SageMaker-LEARNING-model-simulator-1	1628678582052	1628678582064	OK	 
USER	SageMaker	145	END	1628678582050	1628678582065
USER	SageMaker	146	START	1628678582079	1628678582079
REQUEST	146		SageMaker-LEARNING-model-simulator-1	1628678582081	1628678582093	OK	 
USER	SageMaker	146	END	1628678582079	1628678582094
USER	SageMaker	147	START	1628678582110	1628678582110
