RUN	GenericSageMakerScenario	1628676714-ml.m5.large-1-2TPS	1628676716366	 	3.2.0
REQUEST	11		SageMaker-LEARNING-model-simulator-1	1628676723562	1628676723591	OK	 
USER	SageMaker	11	END	1628676723560	1628676723593
USER	SageMaker	12	START	1628676724060	1628676724060
REQUEST	12		SageMaker-LEARNING-model-simulator-1	1628676724062	1628676724110	OK	 
USER	SageMaker	12	END	1628676724060	1628676724112
USER	SageMaker	13	START	1628676724559	1628676724559
REQUEST	13		SageMaker-LEARNING-model-simulator-1	1628676724561	1628676724598	OK	 
USER	SageMaker	13	END	1628676724559	1628676724599
USER	SageMaker	14	START	1628676725059	1628676725059
REQUEST	14		SageMaker-LEARNING-model-simulator-1	1628676725062	1628676725096	OK	 
USER	SageMaker	14	END	1628676725059	1628676725098
USER	SageMaker	15	START	1628676725559	1628676725559
REQUEST	15		SageMaker-LEARNING-model-simulator-1	1628676725561	1628676725592	OK	 
USER	SageMaker	15	END	1628676725559	1628676725593
USER	SageMaker	16	START	1628676726059	1628676726059
REQUEST	16		SageMaker-LEARNING-model-simulator-1	1628676726061	1628676726075	OK	 
USER	SageMaker	16	END	1628676726059	1628676726076
USER	SageMaker	17	START	1628676726559	1628676726559
REQUEST	17		SageMaker-LEARNING-model-simulator-1	1628676726561	1628676726576	OK	 
USER	SageMaker	17	END	1628676726559	1628676726577
USER	SageMaker	18	START	1628676727060	1628676727060
REQUEST	18		SageMaker-LEARNING-model-simulator-1	1628676727062	1628676727080	OK	 
USER	SageMaker	18	END	1628676727060	1628676727081
USER	SageMaker	19	START	1628676727559	1628676727559
REQUEST	19		SageMaker-LEARNING-model-simulator-1	1628676727562	1628676727575	OK	 
USER	SageMaker	19	END	1628676727559	1628676727577
USER	SageMaker	20	START	1628676728059	1628676728059
REQUEST	20		SageMaker-LEARNING-model-simulator-1	1628676728062	1628676728086	OK	 
USER	SageMaker	20	END	1628676728059	1628676728087
USER	SageMaker	21	START	1628676728559	1628676728559
REQUEST	21		SageMaker-LEARNING-model-simulator-1	1628676728561	1628676728597	OK	 
USER	SageMaker	21	END	1628676728559	1628676728598
USER	SageMaker	22	START	1628676729059	1628676729059
REQUEST	22		SageMaker-LEARNING-model-simulator-1	1628676729061	1628676729093	OK	 
USER	SageMaker	22	END	1628676729059	1628676729094
USER	SageMaker	23	START	1628676729559	1628676729559
REQUEST	23		SageMaker-LEARNING-model-simulator-1	1628676729561	1628676729589	OK	 
USER	SageMaker	23	END	1628676729559	1628676729590
USER	SageMaker	24	START	1628676730060	1628676730060
REQUEST	24		SageMaker-LEARNING-model-simulator-1	1628676730062	1628676730090	OK	 
USER	SageMaker	24	END	1628676730060	1628676730092
USER	SageMaker	25	START	1628676730560	1628676730560
REQUEST	25		SageMaker-LEARNING-model-simulator-1	1628676730562	1628676730574	OK	 
USER	SageMaker	25	END	1628676730560	1628676730576
USER	SageMaker	26	START	1628676731060	1628676731060
REQUEST	26		SageMaker-LEARNING-model-simulator-1	1628676731062	1628676731087	OK	 
USER	SageMaker	26	END	1628676731060	1628676731088
USER	SageMaker	27	START	1628676731559	1628676731559
REQUEST	27		SageMaker-LEARNING-model-simulator-1	1628676731561	1628676731616	OK	 
USER	SageMaker	27	END	1628676731559	1628676731618
USER	SageMaker	28	START	1628676732059	1628676732059
REQUEST	28		SageMaker-LEARNING-model-simulator-1	1628676732061	1628676732089	OK	 
USER	SageMaker	28	END	1628676732059	1628676732090
USER	SageMaker	29	START	1628676732559	1628676732559
REQUEST	29		SageMaker-LEARNING-model-simulator-1	1628676732561	1628676732608	OK	 
USER	SageMaker	29	END	1628676732559	1628676732610
USER	SageMaker	30	START	1628676733060	1628676733060
REQUEST	30		SageMaker-LEARNING-model-simulator-1	1628676733062	1628676733085	OK	 
USER	SageMaker	30	END	1628676733060	1628676733087
USER	SageMaker	31	START	1628676733560	1628676733560
REQUEST	31		SageMaker-LEARNING-model-simulator-1	1628676733561	1628676733586	OK	 
USER	SageMaker	31	END	1628676733560	1628676733587
USER	SageMaker	32	START	1628676734059	1628676734059
REQUEST	32		SageMaker-LEARNING-model-simulator-1	1628676734061	1628676734108	OK	 
USER	SageMaker	32	END	1628676734059	1628676734110
USER	SageMaker	33	START	1628676734559	1628676734559
REQUEST	33		SageMaker-LEARNING-model-simulator-1	1628676734561	1628676734599	OK	 
USER	SageMaker	33	END	1628676734559	1628676734601
USER	SageMaker	34	START	1628676735059	1628676735059
REQUEST	34		SageMaker-LEARNING-model-simulator-1	1628676735061	1628676735089	OK	 
USER	SageMaker	34	END	1628676735059	1628676735091
USER	SageMaker	35	START	1628676735559	1628676735559
REQUEST	35		SageMaker-LEARNING-model-simulator-1	1628676735561	1628676735587	OK	 
USER	SageMaker	35	END	1628676735559	1628676735589
USER	SageMaker	36	START	1628676736059	1628676736059
REQUEST	36		SageMaker-LEARNING-model-simulator-1	1628676736061	1628676736076	OK	 
USER	SageMaker	36	END	1628676736059	1628676736077
USER	SageMaker	37	START	1628676736559	1628676736559
REQUEST	37		SageMaker-LEARNING-model-simulator-1	1628676736561	1628676736596	OK	 
USER	SageMaker	37	END	1628676736559	1628676736597
USER	SageMaker	38	START	1628676737059	1628676737059
REQUEST	38		SageMaker-LEARNING-model-simulator-1	1628676737061	1628676737086	OK	 
USER	SageMaker	38	END	1628676737059	1628676737087
USER	SageMaker	39	START	1628676737559	1628676737559
REQUEST	39		SageMaker-LEARNING-model-simulator-1	1628676737561	1628676737587	OK	 
USER	SageMaker	39	END	1628676737559	1628676737588
USER	SageMaker	40	START	1628676738060	1628676738060
REQUEST	40		SageMaker-LEARNING-model-simulator-1	1628676738062	1628676738093	OK	 
USER	SageMaker	40	END	1628676738060	1628676738094
USER	SageMaker	41	START	1628676738560	1628676738560
REQUEST	41		SageMaker-LEARNING-model-simulator-1	1628676738561	1628676738589	OK	 
USER	SageMaker	41	END	1628676738560	1628676738590
USER	SageMaker	42	START	1628676739060	1628676739060
REQUEST	42		SageMaker-LEARNING-model-simulator-1	1628676739062	1628676739086	OK	 
USER	SageMaker	42	END	1628676739060	1628676739087
USER	SageMaker	43	START	1628676739560	1628676739560
REQUEST	43		SageMaker-LEARNING-model-simulator-1	1628676739561	1628676739575	OK	 
USER	SageMaker	43	END	1628676739560	1628676739577
USER	SageMaker	44	START	1628676740059	1628676740059
REQUEST	44		SageMaker-LEARNING-model-simulator-1	1628676740061	1628676740089	OK	 
USER	SageMaker	44	END	1628676740059	1628676740090
USER	SageMaker	45	START	1628676740559	1628676740559
REQUEST	45		SageMaker-LEARNING-model-simulator-1	1628676740561	1628676740587	OK	 
USER	SageMaker	45	END	1628676740559	1628676740588
USER	SageMaker	46	START	1628676741059	1628676741059
REQUEST	46		SageMaker-LEARNING-model-simulator-1	1628676741061	1628676741077	OK	 
USER	SageMaker	46	END	1628676741059	1628676741077
USER	SageMaker	47	START	1628676741559	1628676741559
REQUEST	47		SageMaker-LEARNING-model-simulator-1	1628676741560	1628676741606	OK	 
USER	SageMaker	47	END	1628676741559	1628676741607
USER	SageMaker	48	START	1628676742060	1628676742060
REQUEST	48		SageMaker-LEARNING-model-simulator-1	1628676742061	1628676742076	OK	 
USER	SageMaker	48	END	1628676742060	1628676742077
USER	SageMaker	49	START	1628676742560	1628676742560
REQUEST	49		SageMaker-LEARNING-model-simulator-1	1628676742561	1628676742575	OK	 
USER	SageMaker	49	END	1628676742560	1628676742576
USER	SageMaker	50	START	1628676743059	1628676743059
REQUEST	50		SageMaker-LEARNING-model-simulator-1	1628676743061	1628676743121	OK	 
USER	SageMaker	50	END	1628676743059	1628676743122
USER	SageMaker	51	START	1628676743559	1628676743559
REQUEST	51		SageMaker-LEARNING-model-simulator-1	1628676743561	1628676743578	OK	 
USER	SageMaker	51	END	1628676743559	1628676743579
USER	SageMaker	52	START	1628676744059	1628676744059
REQUEST	52		SageMaker-LEARNING-model-simulator-1	1628676744061	1628676744086	OK	 
USER	SageMaker	52	END	1628676744059	1628676744087
USER	SageMaker	53	START	1628676744559	1628676744559
REQUEST	53		SageMaker-LEARNING-model-simulator-1	1628676744561	1628676744587	OK	 
USER	SageMaker	53	END	1628676744559	1628676744588
USER	SageMaker	54	START	1628676745060	1628676745060
REQUEST	54		SageMaker-LEARNING-model-simulator-1	1628676745062	1628676745084	OK	 
USER	SageMaker	54	END	1628676745060	1628676745085
USER	SageMaker	55	START	1628676745560	1628676745560
REQUEST	55		SageMaker-LEARNING-model-simulator-1	1628676745561	1628676745574	OK	 
USER	SageMaker	55	END	1628676745560	1628676745575
USER	SageMaker	56	START	1628676746060	1628676746060
REQUEST	56		SageMaker-LEARNING-model-simulator-1	1628676746061	1628676746086	OK	 
USER	SageMaker	56	END	1628676746060	1628676746087
USER	SageMaker	57	START	1628676746559	1628676746559
REQUEST	57		SageMaker-LEARNING-model-simulator-1	1628676746561	1628676746590	OK	 
USER	SageMaker	57	END	1628676746559	1628676746591
USER	SageMaker	58	START	1628676747059	1628676747059
REQUEST	58		SageMaker-LEARNING-model-simulator-1	1628676747061	1628676747094	OK	 
USER	SageMaker	58	END	1628676747059	1628676747095
USER	SageMaker	59	START	1628676747559	1628676747559
REQUEST	59		SageMaker-LEARNING-model-simulator-1	1628676747561	1628676747575	OK	 
USER	SageMaker	59	END	1628676747559	1628676747576
USER	SageMaker	60	START	1628676748059	1628676748059
REQUEST	60		SageMaker-LEARNING-model-simulator-1	1628676748061	1628676748082	OK	 
USER	SageMaker	60	END	1628676748059	1628676748083
USER	SageMaker	61	START	1628676748559	1628676748559
REQUEST	61		SageMaker-LEARNING-model-simulator-1	1628676748561	1628676748583	OK	 
USER	SageMaker	61	END	1628676748559	1628676748584
USER	SageMaker	62	START	1628676749059	1628676749059
REQUEST	62		SageMaker-LEARNING-model-simulator-1	1628676749061	1628676749081	OK	 
USER	SageMaker	62	END	1628676749059	1628676749082
USER	SageMaker	63	START	1628676749560	1628676749560
REQUEST	63		SageMaker-LEARNING-model-simulator-1	1628676749561	1628676749593	OK	 
USER	SageMaker	63	END	1628676749560	1628676749594
USER	SageMaker	64	START	1628676750049	1628676750049
REQUEST	64		SageMaker-LEARNING-model-simulator-1	1628676750051	1628676750065	OK	 
USER	SageMaker	64	END	1628676750049	1628676750066
USER	SageMaker	65	START	1628676750550	1628676750550
REQUEST	65		SageMaker-LEARNING-model-simulator-1	1628676750552	1628676750571	OK	 
USER	SageMaker	65	END	1628676750550	1628676750572
USER	SageMaker	66	START	1628676751059	1628676751059
REQUEST	66		SageMaker-LEARNING-model-simulator-1	1628676751061	1628676751084	OK	 
USER	SageMaker	66	END	1628676751059	1628676751085
USER	SageMaker	67	START	1628676751560	1628676751560
REQUEST	67		SageMaker-LEARNING-model-simulator-1	1628676751562	1628676751576	OK	 
USER	SageMaker	67	END	1628676751560	1628676751577
USER	SageMaker	68	START	1628676752060	1628676752060
REQUEST	68		SageMaker-LEARNING-model-simulator-1	1628676752062	1628676752076	OK	 
USER	SageMaker	68	END	1628676752060	1628676752077
USER	SageMaker	69	START	1628676752560	1628676752560
REQUEST	69		SageMaker-LEARNING-model-simulator-1	1628676752561	1628676752578	OK	 
USER	SageMaker	69	END	1628676752560	1628676752579
USER	SageMaker	70	START	1628676753059	1628676753059
REQUEST	70		SageMaker-LEARNING-model-simulator-1	1628676753061	1628676753092	OK	 
USER	SageMaker	70	END	1628676753059	1628676753093
USER	SageMaker	71	START	1628676753559	1628676753559
REQUEST	71		SageMaker-LEARNING-model-simulator-1	1628676753560	1628676753574	OK	 
USER	SageMaker	71	END	1628676753559	1628676753574
USER	SageMaker	72	START	1628676754060	1628676754060
REQUEST	72		SageMaker-LEARNING-model-simulator-1	1628676754062	1628676754091	OK	 
USER	SageMaker	72	END	1628676754060	1628676754092
USER	SageMaker	73	START	1628676754560	1628676754560
REQUEST	73		SageMaker-LEARNING-model-simulator-1	1628676754561	1628676754578	OK	 
USER	SageMaker	73	END	1628676754560	1628676754579
USER	SageMaker	74	START	1628676755059	1628676755059
REQUEST	74		SageMaker-LEARNING-model-simulator-1	1628676755061	1628676755077	OK	 
USER	SageMaker	74	END	1628676755059	1628676755078
USER	SageMaker	75	START	1628676755559	1628676755559
REQUEST	75		SageMaker-LEARNING-model-simulator-1	1628676755561	1628676755587	OK	 
USER	SageMaker	75	END	1628676755559	1628676755588
USER	SageMaker	76	START	1628676756059	1628676756059
REQUEST	76		SageMaker-LEARNING-model-simulator-1	1628676756061	1628676756076	OK	 
USER	SageMaker	76	END	1628676756059	1628676756077
USER	SageMaker	77	START	1628676756559	1628676756559
REQUEST	77		SageMaker-LEARNING-model-simulator-1	1628676756561	1628676756593	OK	 
USER	SageMaker	77	END	1628676756559	1628676756594
USER	SageMaker	78	START	1628676757059	1628676757059
REQUEST	78		SageMaker-LEARNING-model-simulator-1	1628676757061	1628676757089	OK	 
USER	SageMaker	78	END	1628676757059	1628676757090
USER	SageMaker	79	START	1628676757559	1628676757559
REQUEST	79		SageMaker-LEARNING-model-simulator-1	1628676757561	1628676757604	OK	 
USER	SageMaker	79	END	1628676757559	1628676757605
USER	SageMaker	80	START	1628676758059	1628676758059
REQUEST	80		SageMaker-LEARNING-model-simulator-1	1628676758060	1628676758097	OK	 
USER	SageMaker	80	END	1628676758059	1628676758098
USER	SageMaker	81	START	1628676758560	1628676758560
REQUEST	81		SageMaker-LEARNING-model-simulator-1	1628676758562	1628676758577	OK	 
USER	SageMaker	81	END	1628676758560	1628676758577
USER	SageMaker	82	START	1628676759060	1628676759060
REQUEST	82		SageMaker-LEARNING-model-simulator-1	1628676759061	1628676759075	OK	 
USER	SageMaker	82	END	1628676759060	1628676759076
USER	SageMaker	83	START	1628676759560	1628676759560
REQUEST	83		SageMaker-LEARNING-model-simulator-1	1628676759561	1628676759591	OK	 
USER	SageMaker	83	END	1628676759560	1628676759592
USER	SageMaker	84	START	1628676760060	1628676760060
REQUEST	84		SageMaker-LEARNING-model-simulator-1	1628676760061	1628676760087	OK	 
USER	SageMaker	84	END	1628676760060	1628676760088
USER	SageMaker	85	START	1628676760559	1628676760559
REQUEST	85		SageMaker-LEARNING-model-simulator-1	1628676760561	1628676760575	OK	 
USER	SageMaker	85	END	1628676760559	1628676760576
USER	SageMaker	86	START	1628676761059	1628676761059
REQUEST	86		SageMaker-LEARNING-model-simulator-1	1628676761061	1628676761073	OK	 
USER	SageMaker	86	END	1628676761059	1628676761074
USER	SageMaker	87	START	1628676761559	1628676761559
REQUEST	87		SageMaker-LEARNING-model-simulator-1	1628676761561	1628676761573	OK	 
USER	SageMaker	87	END	1628676761559	1628676761574
USER	SageMaker	88	START	1628676762060	1628676762060
REQUEST	88		SageMaker-LEARNING-model-simulator-1	1628676762061	1628676762090	OK	 
USER	SageMaker	88	END	1628676762060	1628676762091
USER	SageMaker	89	START	1628676762560	1628676762560
REQUEST	89		SageMaker-LEARNING-model-simulator-1	1628676762561	1628676762605	OK	 
USER	SageMaker	89	END	1628676762560	1628676762605
USER	SageMaker	90	START	1628676763059	1628676763059
REQUEST	90		SageMaker-LEARNING-model-simulator-1	1628676763061	1628676763074	OK	 
USER	SageMaker	90	END	1628676763059	1628676763074
USER	SageMaker	91	START	1628676763559	1628676763559
REQUEST	91		SageMaker-LEARNING-model-simulator-1	1628676763561	1628676763591	OK	 
USER	SageMaker	91	END	1628676763559	1628676763592
USER	SageMaker	92	START	1628676764059	1628676764059
REQUEST	92		SageMaker-LEARNING-model-simulator-1	1628676764061	1628676764075	OK	 
USER	SageMaker	92	END	1628676764059	1628676764076
USER	SageMaker	93	START	1628676764559	1628676764559
REQUEST	93		SageMaker-LEARNING-model-simulator-1	1628676764560	1628676764589	OK	 
USER	SageMaker	93	END	1628676764559	1628676764590
USER	SageMaker	94	START	1628676765060	1628676765060
REQUEST	94		SageMaker-LEARNING-model-simulator-1	1628676765062	1628676765098	OK	 
USER	SageMaker	94	END	1628676765060	1628676765099
USER	SageMaker	95	START	1628676765560	1628676765560
REQUEST	95		SageMaker-LEARNING-model-simulator-1	1628676765561	1628676765575	OK	 
USER	SageMaker	95	END	1628676765560	1628676765576
USER	SageMaker	96	START	1628676766059	1628676766059
REQUEST	96		SageMaker-LEARNING-model-simulator-1	1628676766061	1628676766074	OK	 
USER	SageMaker	96	END	1628676766059	1628676766075
USER	SageMaker	97	START	1628676766559	1628676766559
REQUEST	97		SageMaker-LEARNING-model-simulator-1	1628676766561	1628676766573	OK	 
USER	SageMaker	97	END	1628676766559	1628676766573
USER	SageMaker	98	START	1628676767059	1628676767059
REQUEST	98		SageMaker-LEARNING-model-simulator-1	1628676767061	1628676767074	OK	 
USER	SageMaker	98	END	1628676767059	1628676767075
USER	SageMaker	99	START	1628676767560	1628676767560
REQUEST	99		SageMaker-LEARNING-model-simulator-1	1628676767561	1628676767578	OK	 
USER	SageMaker	99	END	1628676767560	1628676767578
USER	SageMaker	100	START	1628676768060	1628676768060
REQUEST	100		SageMaker-LEARNING-model-simulator-1	1628676768061	1628676768074	OK	 
USER	SageMaker	100	END	1628676768060	1628676768075
USER	SageMaker	101	START	1628676768559	1628676768559
REQUEST	101		SageMaker-LEARNING-model-simulator-1	1628676768561	1628676768590	OK	 
USER	SageMaker	101	END	1628676768559	1628676768591
USER	SageMaker	102	START	1628676769059	1628676769059
REQUEST	102		SageMaker-LEARNING-model-simulator-1	1628676769061	1628676769097	OK	 
USER	SageMaker	102	END	1628676769059	1628676769097
USER	SageMaker	103	START	1628676769559	1628676769559
REQUEST	103		SageMaker-LEARNING-model-simulator-1	1628676769561	1628676769605	OK	 
USER	SageMaker	103	END	1628676769559	1628676769605
USER	SageMaker	104	START	1628676770059	1628676770059
REQUEST	104		SageMaker-LEARNING-model-simulator-1	1628676770061	1628676770076	OK	 
USER	SageMaker	104	END	1628676770059	1628676770077
USER	SageMaker	105	START	1628676770559	1628676770559
REQUEST	105		SageMaker-LEARNING-model-simulator-1	1628676770560	1628676770605	OK	 
USER	SageMaker	105	END	1628676770559	1628676770606
USER	SageMaker	106	START	1628676771060	1628676771060
REQUEST	106		SageMaker-LEARNING-model-simulator-1	1628676771061	1628676771074	OK	 
USER	SageMaker	106	END	1628676771060	1628676771075
USER	SageMaker	107	START	1628676771560	1628676771560
REQUEST	107		SageMaker-LEARNING-model-simulator-1	1628676771561	1628676771573	OK	 
USER	SageMaker	107	END	1628676771560	1628676771574
USER	SageMaker	108	START	1628676772059	1628676772059
REQUEST	108		SageMaker-LEARNING-model-simulator-1	1628676772061	1628676772090	OK	 
USER	SageMaker	108	END	1628676772059	1628676772091
USER	SageMaker	109	START	1628676772559	1628676772559
REQUEST	109		SageMaker-LEARNING-model-simulator-1	1628676772560	1628676772574	OK	 
USER	SageMaker	109	END	1628676772559	1628676772575
USER	SageMaker	110	START	1628676773059	1628676773059
REQUEST	110		SageMaker-LEARNING-model-simulator-1	1628676773061	1628676773074	OK	 
USER	SageMaker	110	END	1628676773059	1628676773075
USER	SageMaker	111	START	1628676773560	1628676773560
REQUEST	111		SageMaker-LEARNING-model-simulator-1	1628676773561	1628676773574	OK	 
USER	SageMaker	111	END	1628676773560	1628676773575
USER	SageMaker	112	START	1628676774060	1628676774060
REQUEST	112		SageMaker-LEARNING-model-simulator-1	1628676774061	1628676774084	OK	 
USER	SageMaker	112	END	1628676774060	1628676774085
USER	SageMaker	113	START	1628676774560	1628676774560
REQUEST	113		SageMaker-LEARNING-model-simulator-1	1628676774561	1628676774612	OK	 
USER	SageMaker	113	END	1628676774560	1628676774613
USER	SageMaker	114	START	1628676775059	1628676775059
REQUEST	114		SageMaker-LEARNING-model-simulator-1	1628676775061	1628676775074	OK	 
USER	SageMaker	114	END	1628676775059	1628676775075
USER	SageMaker	115	START	1628676775559	1628676775559
REQUEST	115		SageMaker-LEARNING-model-simulator-1	1628676775561	1628676775586	OK	 
USER	SageMaker	115	END	1628676775559	1628676775587
USER	SageMaker	116	START	1628676776059	1628676776059
REQUEST	116		SageMaker-LEARNING-model-simulator-1	1628676776060	1628676776076	OK	 
USER	SageMaker	116	END	1628676776059	1628676776077
USER	SageMaker	117	START	1628676776560	1628676776560
REQUEST	117		SageMaker-LEARNING-model-simulator-1	1628676776561	1628676776574	OK	 
USER	SageMaker	117	END	1628676776560	1628676776575
USER	SageMaker	118	START	1628676777059	1628676777059
REQUEST	118		SageMaker-LEARNING-model-simulator-1	1628676777061	1628676777073	OK	 
USER	SageMaker	118	END	1628676777059	1628676777074
USER	SageMaker	119	START	1628676777559	1628676777559
REQUEST	119		SageMaker-LEARNING-model-simulator-1	1628676777561	1628676777573	OK	 
USER	SageMaker	119	END	1628676777559	1628676777573
USER	SageMaker	120	START	1628676778059	1628676778059
REQUEST	120		SageMaker-LEARNING-model-simulator-1	1628676778061	1628676778075	OK	 
USER	SageMaker	120	END	1628676778059	1628676778076
USER	SageMaker	121	START	1628676778559	1628676778559
REQUEST	121		SageMaker-LEARNING-model-simulator-1	1628676778561	1628676778592	OK	 
USER	SageMaker	121	END	1628676778559	1628676778593
USER	SageMaker	122	START	1628676779060	1628676779060
REQUEST	122		SageMaker-LEARNING-model-simulator-1	1628676779061	1628676779078	OK	 
USER	SageMaker	122	END	1628676779060	1628676779079
USER	SageMaker	123	START	1628676779560	1628676779560
REQUEST	123		SageMaker-LEARNING-model-simulator-1	1628676779561	1628676779581	OK	 
USER	SageMaker	123	END	1628676779560	1628676779581
USER	SageMaker	124	START	1628676780060	1628676780060
REQUEST	124		SageMaker-LEARNING-model-simulator-1	1628676780061	1628676780095	OK	 
USER	SageMaker	124	END	1628676780060	1628676780096
USER	SageMaker	125	START	1628676780559	1628676780559
REQUEST	125		SageMaker-LEARNING-model-simulator-1	1628676780561	1628676780591	OK	 
USER	SageMaker	125	END	1628676780559	1628676780592
USER	SageMaker	126	START	1628676781059	1628676781059
REQUEST	126		SageMaker-LEARNING-model-simulator-1	1628676781061	1628676781097	OK	 
USER	SageMaker	126	END	1628676781059	1628676781098
USER	SageMaker	127	START	1628676781559	1628676781559
REQUEST	127		SageMaker-LEARNING-model-simulator-1	1628676781561	1628676781574	OK	 
USER	SageMaker	127	END	1628676781559	1628676781574
USER	SageMaker	128	START	1628676782059	1628676782059
REQUEST	128		SageMaker-LEARNING-model-simulator-1	1628676782061	1628676782075	OK	 
USER	SageMaker	128	END	1628676782059	1628676782077
USER	SageMaker	129	START	1628676782560	1628676782560
REQUEST	129		SageMaker-LEARNING-model-simulator-1	1628676782561	1628676782587	OK	 
USER	SageMaker	129	END	1628676782560	1628676782588
USER	SageMaker	130	START	1628676783060	1628676783060
REQUEST	130		SageMaker-LEARNING-model-simulator-1	1628676783061	1628676783077	OK	 
USER	SageMaker	130	END	1628676783060	1628676783077
USER	SageMaker	131	START	1628676783559	1628676783559
REQUEST	131		SageMaker-LEARNING-model-simulator-1	1628676783560	1628676783587	OK	 
USER	SageMaker	131	END	1628676783559	1628676783588
USER	SageMaker	132	START	1628676784059	1628676784059
REQUEST	132		SageMaker-LEARNING-model-simulator-1	1628676784061	1628676784075	OK	 
USER	SageMaker	132	END	1628676784059	1628676784076
USER	SageMaker	133	START	1628676784560	1628676784560
REQUEST	133		SageMaker-LEARNING-model-simulator-1	1628676784561	1628676784579	OK	 
USER	SageMaker	133	END	1628676784560	1628676784580
USER	SageMaker	134	START	1628676785060	1628676785060
REQUEST	134		SageMaker-LEARNING-model-simulator-1	1628676785061	1628676785081	OK	 
USER	SageMaker	134	END	1628676785060	1628676785082
USER	SageMaker	135	START	1628676785559	1628676785559
REQUEST	135		SageMaker-LEARNING-model-simulator-1	1628676785561	1628676785574	OK	 
USER	SageMaker	135	END	1628676785559	1628676785575
USER	SageMaker	136	START	1628676786059	1628676786059
REQUEST	136		SageMaker-LEARNING-model-simulator-1	1628676786061	1628676786106	OK	 
USER	SageMaker	136	END	1628676786059	1628676786107
USER	SageMaker	137	START	1628676786560	1628676786560
REQUEST	137		SageMaker-LEARNING-model-simulator-1	1628676786561	1628676786575	OK	 
USER	SageMaker	137	END	1628676786560	1628676786575
USER	SageMaker	138	START	1628676787060	1628676787060
REQUEST	138		SageMaker-LEARNING-model-simulator-1	1628676787061	1628676787074	OK	 
USER	SageMaker	138	END	1628676787060	1628676787075
USER	SageMaker	139	START	1628676787560	1628676787560
REQUEST	139		SageMaker-LEARNING-model-simulator-1	1628676787561	1628676787595	OK	 
USER	SageMaker	139	END	1628676787560	1628676787595
USER	SageMaker	140	START	1628676788059	1628676788059
REQUEST	140		SageMaker-LEARNING-model-simulator-1	1628676788061	1628676788074	OK	 
USER	SageMaker	140	END	1628676788059	1628676788075
USER	SageMaker	141	START	1628676788559	1628676788559
REQUEST	141		SageMaker-LEARNING-model-simulator-1	1628676788560	1628676788574	OK	 
USER	SageMaker	141	END	1628676788559	1628676788574
USER	SageMaker	142	START	1628676789059	1628676789059
REQUEST	142		SageMaker-LEARNING-model-simulator-1	1628676789061	1628676789099	OK	 
USER	SageMaker	142	END	1628676789059	1628676789100
USER	SageMaker	143	START	1628676789560	1628676789560
REQUEST	143		SageMaker-LEARNING-model-simulator-1	1628676789561	1628676789573	OK	 
USER	SageMaker	143	END	1628676789560	1628676789574
USER	SageMaker	144	START	1628676790060	1628676790060
REQUEST	144		SageMaker-LEARNING-model-simulator-1	1628676790061	1628676790091	OK	 
USER	SageMaker	144	END	1628676790060	1628676790091
USER	SageMaker	145	START	1628676790559	1628676790559
REQUEST	145		SageMaker-LEARNING-model-simulator-1	1628676790561	1628676790573	OK	 
USER	SageMaker	145	END	1628676790559	1628676790574
USER	SageMaker	146	START	1628676791059	1628676791059
REQUEST	146		SageMaker-LEARNING-model-simulator-1	1628676791060	1628676791075	OK	 
USER	SageMaker	146	END	1628676791059	1628676791076
USER	SageMaker	147	START	1628676791560	1628676791560
