RUN	GenericSageMakerScenario	1628678386-ml.m5.large-1-20TPS	1628678388434	 	3.2.0
USER	SageMaker	17	END	1628678391629	1628678391645
USER	SageMaker	18	START	1628678391680	1628678391680
REQUEST	18		SageMaker-LEARNING-model-simulator-1	1628678391682	1628678391707	OK	 
USER	SageMaker	18	END	1628678391680	1628678391708
USER	SageMaker	19	START	1628678391729	1628678391729
REQUEST	19		SageMaker-LEARNING-model-simulator-1	1628678391732	1628678391754	OK	 
USER	SageMaker	19	END	1628678391729	1628678391755
USER	SageMaker	20	START	1628678391784	1628678391784
REQUEST	20		SageMaker-LEARNING-model-simulator-1	1628678391786	1628678391811	OK	 
USER	SageMaker	20	END	1628678391784	1628678391813
USER	SageMaker	21	START	1628678391830	1628678391830
REQUEST	21		SageMaker-LEARNING-model-simulator-1	1628678391832	1628678391861	OK	 
USER	SageMaker	21	END	1628678391830	1628678391862
USER	SageMaker	22	START	1628678391869	1628678391869
REQUEST	22		SageMaker-LEARNING-model-simulator-1	1628678391871	1628678391884	OK	 
USER	SageMaker	22	END	1628678391869	1628678391885
USER	SageMaker	23	START	1628678391920	1628678391920
REQUEST	23		SageMaker-LEARNING-model-simulator-1	1628678391922	1628678391944	OK	 
USER	SageMaker	23	END	1628678391920	1628678391946
USER	SageMaker	24	START	1628678391969	1628678391969
REQUEST	24		SageMaker-LEARNING-model-simulator-1	1628678391971	1628678391993	OK	 
USER	SageMaker	24	END	1628678391969	1628678391995
USER	SageMaker	25	START	1628678392020	1628678392020
REQUEST	25		SageMaker-LEARNING-model-simulator-1	1628678392022	1628678392043	OK	 
USER	SageMaker	25	END	1628678392020	1628678392044
USER	SageMaker	26	START	1628678392069	1628678392069
REQUEST	26		SageMaker-LEARNING-model-simulator-1	1628678392071	1628678392098	OK	 
USER	SageMaker	26	END	1628678392069	1628678392099
USER	SageMaker	27	START	1628678392120	1628678392120
REQUEST	27		SageMaker-LEARNING-model-simulator-1	1628678392121	1628678392145	OK	 
USER	SageMaker	27	END	1628678392120	1628678392146
USER	SageMaker	28	START	1628678392169	1628678392169
REQUEST	28		SageMaker-LEARNING-model-simulator-1	1628678392171	1628678392192	OK	 
USER	SageMaker	28	END	1628678392169	1628678392193
USER	SageMaker	29	START	1628678392220	1628678392220
REQUEST	29		SageMaker-LEARNING-model-simulator-1	1628678392221	1628678392241	OK	 
USER	SageMaker	29	END	1628678392220	1628678392242
USER	SageMaker	30	START	1628678392269	1628678392269
REQUEST	30		SageMaker-LEARNING-model-simulator-1	1628678392271	1628678392282	OK	 
USER	SageMaker	30	END	1628678392269	1628678392283
USER	SageMaker	31	START	1628678392319	1628678392319
REQUEST	31		SageMaker-LEARNING-model-simulator-1	1628678392321	1628678392338	OK	 
USER	SageMaker	31	END	1628678392319	1628678392340
USER	SageMaker	32	START	1628678392370	1628678392370
REQUEST	32		SageMaker-LEARNING-model-simulator-1	1628678392372	1628678392394	OK	 
USER	SageMaker	32	END	1628678392370	1628678392396
USER	SageMaker	33	START	1628678392419	1628678392419
REQUEST	33		SageMaker-LEARNING-model-simulator-1	1628678392421	1628678392442	OK	 
USER	SageMaker	33	END	1628678392419	1628678392443
USER	SageMaker	34	START	1628678392470	1628678392470
REQUEST	34		SageMaker-LEARNING-model-simulator-1	1628678392471	1628678392492	OK	 
USER	SageMaker	34	END	1628678392470	1628678392493
USER	SageMaker	35	START	1628678392519	1628678392519
REQUEST	35		SageMaker-LEARNING-model-simulator-1	1628678392526	1628678392546	OK	 
USER	SageMaker	35	END	1628678392519	1628678392548
USER	SageMaker	36	START	1628678392570	1628678392570
REQUEST	36		SageMaker-LEARNING-model-simulator-1	1628678392571	1628678392593	OK	 
USER	SageMaker	36	END	1628678392570	1628678392594
USER	SageMaker	37	START	1628678392619	1628678392619
REQUEST	37		SageMaker-LEARNING-model-simulator-1	1628678392621	1628678392647	OK	 
USER	SageMaker	37	END	1628678392619	1628678392648
USER	SageMaker	38	START	1628678392669	1628678392669
REQUEST	38		SageMaker-LEARNING-model-simulator-1	1628678392671	1628678392692	OK	 
USER	SageMaker	38	END	1628678392669	1628678392693
USER	SageMaker	39	START	1628678392720	1628678392720
REQUEST	39		SageMaker-LEARNING-model-simulator-1	1628678392722	1628678392742	OK	 
USER	SageMaker	39	END	1628678392720	1628678392743
USER	SageMaker	40	START	1628678392769	1628678392769
REQUEST	40		SageMaker-LEARNING-model-simulator-1	1628678392771	1628678392795	OK	 
USER	SageMaker	40	END	1628678392769	1628678392796
USER	SageMaker	41	START	1628678392820	1628678392820
REQUEST	41		SageMaker-LEARNING-model-simulator-1	1628678392821	1628678392844	OK	 
USER	SageMaker	41	END	1628678392820	1628678392845
USER	SageMaker	42	START	1628678392869	1628678392869
REQUEST	42		SageMaker-LEARNING-model-simulator-1	1628678392871	1628678392896	OK	 
USER	SageMaker	42	END	1628678392869	1628678392897
USER	SageMaker	43	START	1628678392920	1628678392920
REQUEST	43		SageMaker-LEARNING-model-simulator-1	1628678392921	1628678392932	OK	 
USER	SageMaker	43	END	1628678392920	1628678392934
USER	SageMaker	44	START	1628678392969	1628678392969
REQUEST	44		SageMaker-LEARNING-model-simulator-1	1628678392971	1628678392995	OK	 
USER	SageMaker	44	END	1628678392969	1628678392996
USER	SageMaker	45	START	1628678393020	1628678393020
REQUEST	45		SageMaker-LEARNING-model-simulator-1	1628678393021	1628678393036	OK	 
USER	SageMaker	45	END	1628678393020	1628678393037
USER	SageMaker	46	START	1628678393069	1628678393069
REQUEST	46		SageMaker-LEARNING-model-simulator-1	1628678393071	1628678393094	OK	 
USER	SageMaker	46	END	1628678393069	1628678393095
USER	SageMaker	47	START	1628678393120	1628678393120
REQUEST	47		SageMaker-LEARNING-model-simulator-1	1628678393121	1628678393135	OK	 
USER	SageMaker	47	END	1628678393120	1628678393136
USER	SageMaker	48	START	1628678393169	1628678393169
REQUEST	48		SageMaker-LEARNING-model-simulator-1	1628678393170	1628678393180	OK	 
USER	SageMaker	48	END	1628678393169	1628678393181
USER	SageMaker	49	START	1628678393219	1628678393219
REQUEST	49		SageMaker-LEARNING-model-simulator-1	1628678393221	1628678393246	OK	 
USER	SageMaker	49	END	1628678393219	1628678393247
USER	SageMaker	50	START	1628678393270	1628678393270
REQUEST	50		SageMaker-LEARNING-model-simulator-1	1628678393271	1628678393294	OK	 
USER	SageMaker	50	END	1628678393270	1628678393295
USER	SageMaker	51	START	1628678393319	1628678393319
REQUEST	51		SageMaker-LEARNING-model-simulator-1	1628678393321	1628678393335	OK	 
USER	SageMaker	51	END	1628678393319	1628678393337
USER	SageMaker	52	START	1628678393370	1628678393370
REQUEST	52		SageMaker-LEARNING-model-simulator-1	1628678393371	1628678393396	OK	 
USER	SageMaker	52	END	1628678393370	1628678393397
USER	SageMaker	53	START	1628678393419	1628678393419
REQUEST	53		SageMaker-LEARNING-model-simulator-1	1628678393421	1628678393433	OK	 
USER	SageMaker	53	END	1628678393419	1628678393434
USER	SageMaker	54	START	1628678393470	1628678393470
REQUEST	54		SageMaker-LEARNING-model-simulator-1	1628678393471	1628678393483	OK	 
USER	SageMaker	54	END	1628678393470	1628678393484
USER	SageMaker	55	START	1628678393519	1628678393519
REQUEST	55		SageMaker-LEARNING-model-simulator-1	1628678393521	1628678393542	OK	 
USER	SageMaker	55	END	1628678393519	1628678393543
USER	SageMaker	56	START	1628678393569	1628678393569
REQUEST	56		SageMaker-LEARNING-model-simulator-1	1628678393571	1628678393593	OK	 
USER	SageMaker	56	END	1628678393569	1628678393594
USER	SageMaker	57	START	1628678393620	1628678393620
REQUEST	57		SageMaker-LEARNING-model-simulator-1	1628678393621	1628678393644	OK	 
USER	SageMaker	57	END	1628678393620	1628678393644
USER	SageMaker	58	START	1628678393669	1628678393669
REQUEST	58		SageMaker-LEARNING-model-simulator-1	1628678393671	1628678393681	OK	 
USER	SageMaker	58	END	1628678393669	1628678393682
USER	SageMaker	59	START	1628678393720	1628678393720
REQUEST	59		SageMaker-LEARNING-model-simulator-1	1628678393721	1628678393745	OK	 
USER	SageMaker	59	END	1628678393720	1628678393745
USER	SageMaker	60	START	1628678393769	1628678393769
REQUEST	60		SageMaker-LEARNING-model-simulator-1	1628678393771	1628678393791	OK	 
USER	SageMaker	60	END	1628678393769	1628678393792
USER	SageMaker	61	START	1628678393820	1628678393820
REQUEST	61		SageMaker-LEARNING-model-simulator-1	1628678393821	1628678393842	OK	 
USER	SageMaker	61	END	1628678393820	1628678393843
USER	SageMaker	62	START	1628678393869	1628678393869
REQUEST	62		SageMaker-LEARNING-model-simulator-1	1628678393871	1628678393893	OK	 
USER	SageMaker	62	END	1628678393869	1628678393894
USER	SageMaker	63	START	1628678393920	1628678393920
REQUEST	63		SageMaker-LEARNING-model-simulator-1	1628678393921	1628678393936	OK	 
USER	SageMaker	63	END	1628678393920	1628678393937
USER	SageMaker	64	START	1628678393969	1628678393969
REQUEST	64		SageMaker-LEARNING-model-simulator-1	1628678393971	1628678393996	OK	 
USER	SageMaker	64	END	1628678393969	1628678393998
USER	SageMaker	65	START	1628678394019	1628678394019
REQUEST	65		SageMaker-LEARNING-model-simulator-1	1628678394021	1628678394032	OK	 
USER	SageMaker	65	END	1628678394019	1628678394032
USER	SageMaker	66	START	1628678394070	1628678394070
REQUEST	66		SageMaker-LEARNING-model-simulator-1	1628678394071	1628678394093	OK	 
USER	SageMaker	66	END	1628678394070	1628678394093
USER	SageMaker	67	START	1628678394119	1628678394119
REQUEST	67		SageMaker-LEARNING-model-simulator-1	1628678394121	1628678394131	OK	 
USER	SageMaker	67	END	1628678394119	1628678394132
USER	SageMaker	68	START	1628678394170	1628678394170
REQUEST	68		SageMaker-LEARNING-model-simulator-1	1628678394171	1628678394193	OK	 
USER	SageMaker	68	END	1628678394170	1628678394194
USER	SageMaker	69	START	1628678394219	1628678394219
REQUEST	69		SageMaker-LEARNING-model-simulator-1	1628678394220	1628678394231	OK	 
USER	SageMaker	69	END	1628678394219	1628678394231
USER	SageMaker	70	START	1628678394269	1628678394269
REQUEST	70		SageMaker-LEARNING-model-simulator-1	1628678394271	1628678394283	OK	 
USER	SageMaker	70	END	1628678394269	1628678394283
USER	SageMaker	71	START	1628678394320	1628678394320
REQUEST	71		SageMaker-LEARNING-model-simulator-1	1628678394321	1628678394341	OK	 
USER	SageMaker	71	END	1628678394320	1628678394342
USER	SageMaker	72	START	1628678394369	1628678394369
REQUEST	72		SageMaker-LEARNING-model-simulator-1	1628678394371	1628678394383	OK	 
USER	SageMaker	72	END	1628678394369	1628678394384
USER	SageMaker	73	START	1628678394420	1628678394420
REQUEST	73		SageMaker-LEARNING-model-simulator-1	1628678394421	1628678394446	OK	 
USER	SageMaker	73	END	1628678394420	1628678394447
USER	SageMaker	74	START	1628678394469	1628678394469
REQUEST	74		SageMaker-LEARNING-model-simulator-1	1628678394470	1628678394481	OK	 
USER	SageMaker	74	END	1628678394469	1628678394482
USER	SageMaker	75	START	1628678394520	1628678394520
REQUEST	75		SageMaker-LEARNING-model-simulator-1	1628678394521	1628678394544	OK	 
USER	SageMaker	75	END	1628678394520	1628678394544
USER	SageMaker	76	START	1628678394570	1628678394570
REQUEST	76		SageMaker-LEARNING-model-simulator-1	1628678394571	1628678394581	OK	 
USER	SageMaker	76	END	1628678394570	1628678394582
USER	SageMaker	77	START	1628678394619	1628678394619
REQUEST	77		SageMaker-LEARNING-model-simulator-1	1628678394621	1628678394631	OK	 
USER	SageMaker	77	END	1628678394619	1628678394632
USER	SageMaker	78	START	1628678394670	1628678394670
REQUEST	78		SageMaker-LEARNING-model-simulator-1	1628678394671	1628678394691	OK	 
USER	SageMaker	78	END	1628678394670	1628678394692
USER	SageMaker	79	START	1628678394719	1628678394719
REQUEST	79		SageMaker-LEARNING-model-simulator-1	1628678394720	1628678394740	OK	 
USER	SageMaker	79	END	1628678394719	1628678394741
USER	SageMaker	80	START	1628678394770	1628678394770
REQUEST	80		SageMaker-LEARNING-model-simulator-1	1628678394771	1628678394795	OK	 
USER	SageMaker	80	END	1628678394770	1628678394796
USER	SageMaker	81	START	1628678394819	1628678394819
REQUEST	81		SageMaker-LEARNING-model-simulator-1	1628678394820	1628678394831	OK	 
USER	SageMaker	81	END	1628678394819	1628678394831
USER	SageMaker	82	START	1628678394870	1628678394870
REQUEST	82		SageMaker-LEARNING-model-simulator-1	1628678394871	1628678394881	OK	 
USER	SageMaker	82	END	1628678394870	1628678394882
USER	SageMaker	83	START	1628678394920	1628678394920
REQUEST	83		SageMaker-LEARNING-model-simulator-1	1628678394921	1628678394942	OK	 
USER	SageMaker	83	END	1628678394920	1628678394943
USER	SageMaker	84	START	1628678394969	1628678394969
REQUEST	84		SageMaker-LEARNING-model-simulator-1	1628678394971	1628678394982	OK	 
USER	SageMaker	84	END	1628678394969	1628678394982
USER	SageMaker	85	START	1628678395020	1628678395020
REQUEST	85		SageMaker-LEARNING-model-simulator-1	1628678395021	1628678395033	OK	 
USER	SageMaker	85	END	1628678395020	1628678395034
USER	SageMaker	86	START	1628678395069	1628678395069
REQUEST	86		SageMaker-LEARNING-model-simulator-1	1628678395071	1628678395093	OK	 
USER	SageMaker	86	END	1628678395069	1628678395094
USER	SageMaker	87	START	1628678395120	1628678395120
REQUEST	87		SageMaker-LEARNING-model-simulator-1	1628678395121	1628678395133	OK	 
USER	SageMaker	87	END	1628678395120	1628678395134
USER	SageMaker	88	START	1628678395169	1628678395169
REQUEST	88		SageMaker-LEARNING-model-simulator-1	1628678395171	1628678395184	OK	 
USER	SageMaker	88	END	1628678395169	1628678395185
USER	SageMaker	89	START	1628678395219	1628678395219
REQUEST	89		SageMaker-LEARNING-model-simulator-1	1628678395221	1628678395235	OK	 
USER	SageMaker	89	END	1628678395219	1628678395236
USER	SageMaker	90	START	1628678395270	1628678395270
REQUEST	90		SageMaker-LEARNING-model-simulator-1	1628678395271	1628678395292	OK	 
USER	SageMaker	90	END	1628678395270	1628678395293
USER	SageMaker	91	START	1628678395319	1628678395319
REQUEST	91		SageMaker-LEARNING-model-simulator-1	1628678395321	1628678395331	OK	 
USER	SageMaker	91	END	1628678395319	1628678395331
USER	SageMaker	92	START	1628678395370	1628678395370
REQUEST	92		SageMaker-LEARNING-model-simulator-1	1628678395371	1628678395382	OK	 
USER	SageMaker	92	END	1628678395370	1628678395383
USER	SageMaker	93	START	1628678395419	1628678395419
REQUEST	93		SageMaker-LEARNING-model-simulator-1	1628678395421	1628678395433	OK	 
USER	SageMaker	93	END	1628678395419	1628678395434
USER	SageMaker	94	START	1628678395470	1628678395470
REQUEST	94		SageMaker-LEARNING-model-simulator-1	1628678395471	1628678395485	OK	 
USER	SageMaker	94	END	1628678395470	1628678395486
USER	SageMaker	95	START	1628678395519	1628678395519
REQUEST	95		SageMaker-LEARNING-model-simulator-1	1628678395520	1628678395531	OK	 
USER	SageMaker	95	END	1628678395519	1628678395532
USER	SageMaker	96	START	1628678395569	1628678395569
REQUEST	96		SageMaker-LEARNING-model-simulator-1	1628678395571	1628678395581	OK	 
USER	SageMaker	96	END	1628678395569	1628678395582
USER	SageMaker	97	START	1628678395620	1628678395620
REQUEST	97		SageMaker-LEARNING-model-simulator-1	1628678395622	1628678395633	OK	 
USER	SageMaker	97	END	1628678395620	1628678395634
USER	SageMaker	98	START	1628678395669	1628678395669
REQUEST	98		SageMaker-LEARNING-model-simulator-1	1628678395671	1628678395681	OK	 
USER	SageMaker	98	END	1628678395669	1628678395682
USER	SageMaker	99	START	1628678395720	1628678395720
REQUEST	99		SageMaker-LEARNING-model-simulator-1	1628678395721	1628678395745	OK	 
USER	SageMaker	99	END	1628678395720	1628678395746
USER	SageMaker	100	START	1628678395769	1628678395769
REQUEST	100		SageMaker-LEARNING-model-simulator-1	1628678395771	1628678395782	OK	 
USER	SageMaker	100	END	1628678395769	1628678395783
USER	SageMaker	101	START	1628678395820	1628678395820
REQUEST	101		SageMaker-LEARNING-model-simulator-1	1628678395821	1628678395832	OK	 
USER	SageMaker	101	END	1628678395820	1628678395833
USER	SageMaker	102	START	1628678395869	1628678395869
REQUEST	102		SageMaker-LEARNING-model-simulator-1	1628678395871	1628678395886	OK	 
USER	SageMaker	102	END	1628678395869	1628678395887
USER	SageMaker	103	START	1628678395920	1628678395920
REQUEST	103		SageMaker-LEARNING-model-simulator-1	1628678395921	1628678395937	OK	 
USER	SageMaker	103	END	1628678395920	1628678395938
USER	SageMaker	104	START	1628678395970	1628678395970
REQUEST	104		SageMaker-LEARNING-model-simulator-1	1628678395971	1628678395994	OK	 
USER	SageMaker	104	END	1628678395970	1628678395995
USER	SageMaker	105	START	1628678396019	1628678396019
REQUEST	105		SageMaker-LEARNING-model-simulator-1	1628678396021	1628678396040	OK	 
USER	SageMaker	105	END	1628678396019	1628678396042
USER	SageMaker	106	START	1628678396070	1628678396070
REQUEST	106		SageMaker-LEARNING-model-simulator-1	1628678396072	1628678396089	OK	 
USER	SageMaker	106	END	1628678396070	1628678396090
USER	SageMaker	107	START	1628678396120	1628678396120
REQUEST	107		SageMaker-LEARNING-model-simulator-1	1628678396121	1628678396146	OK	 
USER	SageMaker	107	END	1628678396120	1628678396147
USER	SageMaker	108	START	1628678396169	1628678396169
REQUEST	108		SageMaker-LEARNING-model-simulator-1	1628678396171	1628678396192	OK	 
USER	SageMaker	108	END	1628678396169	1628678396193
USER	SageMaker	109	START	1628678396220	1628678396220
REQUEST	109		SageMaker-LEARNING-model-simulator-1	1628678396221	1628678396236	OK	 
USER	SageMaker	109	END	1628678396220	1628678396236
USER	SageMaker	110	START	1628678396269	1628678396269
REQUEST	110		SageMaker-LEARNING-model-simulator-1	1628678396271	1628678396285	OK	 
USER	SageMaker	110	END	1628678396269	1628678396287
USER	SageMaker	111	START	1628678396320	1628678396320
REQUEST	111		SageMaker-LEARNING-model-simulator-1	1628678396321	1628678396336	OK	 
USER	SageMaker	111	END	1628678396320	1628678396337
USER	SageMaker	112	START	1628678396369	1628678396369
REQUEST	112		SageMaker-LEARNING-model-simulator-1	1628678396371	1628678396393	OK	 
USER	SageMaker	112	END	1628678396369	1628678396394
USER	SageMaker	113	START	1628678396420	1628678396420
REQUEST	113		SageMaker-LEARNING-model-simulator-1	1628678396421	1628678396433	OK	 
USER	SageMaker	113	END	1628678396420	1628678396434
USER	SageMaker	114	START	1628678396469	1628678396469
REQUEST	114		SageMaker-LEARNING-model-simulator-1	1628678396471	1628678396482	OK	 
USER	SageMaker	114	END	1628678396469	1628678396483
USER	SageMaker	115	START	1628678396520	1628678396520
REQUEST	115		SageMaker-LEARNING-model-simulator-1	1628678396521	1628678396532	OK	 
USER	SageMaker	115	END	1628678396520	1628678396533
USER	SageMaker	116	START	1628678396569	1628678396569
REQUEST	116		SageMaker-LEARNING-model-simulator-1	1628678396571	1628678396592	OK	 
USER	SageMaker	116	END	1628678396569	1628678396593
USER	SageMaker	117	START	1628678396620	1628678396620
REQUEST	117		SageMaker-LEARNING-model-simulator-1	1628678396621	1628678396634	OK	 
USER	SageMaker	117	END	1628678396620	1628678396635
USER	SageMaker	118	START	1628678396669	1628678396669
REQUEST	118		SageMaker-LEARNING-model-simulator-1	1628678396671	1628678396683	OK	 
USER	SageMaker	118	END	1628678396669	1628678396684
USER	SageMaker	119	START	1628678396720	1628678396720
REQUEST	119		SageMaker-LEARNING-model-simulator-1	1628678396722	1628678396734	OK	 
USER	SageMaker	119	END	1628678396720	1628678396735
USER	SageMaker	120	START	1628678396769	1628678396769
REQUEST	120		SageMaker-LEARNING-model-simulator-1	1628678396771	1628678396791	OK	 
USER	SageMaker	120	END	1628678396769	1628678396793
USER	SageMaker	121	START	1628678396819	1628678396819
REQUEST	121		SageMaker-LEARNING-model-simulator-1	1628678396820	1628678396834	OK	 
USER	SageMaker	121	END	1628678396819	1628678396834
USER	SageMaker	122	START	1628678396870	1628678396870
REQUEST	122		SageMaker-LEARNING-model-simulator-1	1628678396871	1628678396894	OK	 
USER	SageMaker	122	END	1628678396870	1628678396895
USER	SageMaker	123	START	1628678396919	1628678396919
REQUEST	123		SageMaker-LEARNING-model-simulator-1	1628678396921	1628678396935	OK	 
USER	SageMaker	123	END	1628678396919	1628678396937
USER	SageMaker	124	START	1628678396970	1628678396970
REQUEST	124		SageMaker-LEARNING-model-simulator-1	1628678396971	1628678396985	OK	 
USER	SageMaker	124	END	1628678396970	1628678396986
USER	SageMaker	125	START	1628678397019	1628678397019
REQUEST	125		SageMaker-LEARNING-model-simulator-1	1628678397021	1628678397032	OK	 
USER	SageMaker	125	END	1628678397019	1628678397033
USER	SageMaker	126	START	1628678397070	1628678397070
REQUEST	126		SageMaker-LEARNING-model-simulator-1	1628678397071	1628678397088	OK	 
USER	SageMaker	126	END	1628678397070	1628678397089
USER	SageMaker	127	START	1628678397119	1628678397119
REQUEST	127		SageMaker-LEARNING-model-simulator-1	1628678397121	1628678397143	OK	 
USER	SageMaker	127	END	1628678397119	1628678397145
USER	SageMaker	128	START	1628678397170	1628678397170
REQUEST	128		SageMaker-LEARNING-model-simulator-1	1628678397172	1628678397184	OK	 
USER	SageMaker	128	END	1628678397170	1628678397186
USER	SageMaker	129	START	1628678397219	1628678397219
REQUEST	129		SageMaker-LEARNING-model-simulator-1	1628678397221	1628678397235	OK	 
USER	SageMaker	129	END	1628678397219	1628678397236
USER	SageMaker	130	START	1628678397270	1628678397270
REQUEST	130		SageMaker-LEARNING-model-simulator-1	1628678397271	1628678397286	OK	 
USER	SageMaker	130	END	1628678397270	1628678397287
USER	SageMaker	131	START	1628678397319	1628678397319
REQUEST	131		SageMaker-LEARNING-model-simulator-1	1628678397321	1628678397335	OK	 
USER	SageMaker	131	END	1628678397319	1628678397336
USER	SageMaker	132	START	1628678397370	1628678397370
REQUEST	132		SageMaker-LEARNING-model-simulator-1	1628678397371	1628678397383	OK	 
USER	SageMaker	132	END	1628678397370	1628678397384
USER	SageMaker	133	START	1628678397419	1628678397419
REQUEST	133		SageMaker-LEARNING-model-simulator-1	1628678397420	1628678397435	OK	 
USER	SageMaker	133	END	1628678397419	1628678397436
USER	SageMaker	134	START	1628678397470	1628678397470
REQUEST	134		SageMaker-LEARNING-model-simulator-1	1628678397471	1628678397487	OK	 
USER	SageMaker	134	END	1628678397470	1628678397488
USER	SageMaker	135	START	1628678397519	1628678397519
REQUEST	135		SageMaker-LEARNING-model-simulator-1	1628678397521	1628678397533	OK	 
USER	SageMaker	135	END	1628678397519	1628678397533
USER	SageMaker	136	START	1628678397570	1628678397570
REQUEST	136		SageMaker-LEARNING-model-simulator-1	1628678397571	1628678397594	OK	 
USER	SageMaker	136	END	1628678397570	1628678397595
USER	SageMaker	137	START	1628678397619	1628678397619
REQUEST	137		SageMaker-LEARNING-model-simulator-1	1628678397621	1628678397631	OK	 
USER	SageMaker	137	END	1628678397619	1628678397632
USER	SageMaker	138	START	1628678397670	1628678397670
REQUEST	138		SageMaker-LEARNING-model-simulator-1	1628678397672	1628678397692	OK	 
USER	SageMaker	138	END	1628678397670	1628678397693
USER	SageMaker	139	START	1628678397720	1628678397720
REQUEST	139		SageMaker-LEARNING-model-simulator-1	1628678397721	1628678397733	OK	 
USER	SageMaker	139	END	1628678397720	1628678397734
USER	SageMaker	140	START	1628678397769	1628678397769
REQUEST	140		SageMaker-LEARNING-model-simulator-1	1628678397771	1628678397783	OK	 
USER	SageMaker	140	END	1628678397769	1628678397784
USER	SageMaker	141	START	1628678397820	1628678397820
REQUEST	141		SageMaker-LEARNING-model-simulator-1	1628678397822	1628678397833	OK	 
USER	SageMaker	141	END	1628678397820	1628678397834
USER	SageMaker	142	START	1628678397870	1628678397870
REQUEST	142		SageMaker-LEARNING-model-simulator-1	1628678397872	1628678397883	OK	 
USER	SageMaker	142	END	1628678397870	1628678397883
USER	SageMaker	143	START	1628678397920	1628678397920
REQUEST	143		SageMaker-LEARNING-model-simulator-1	1628678397921	1628678397935	OK	 
USER	SageMaker	143	END	1628678397920	1628678397936
USER	SageMaker	144	START	1628678397969	1628678397969
REQUEST	144		SageMaker-LEARNING-model-simulator-1	1628678397970	1628678397985	OK	 
USER	SageMaker	144	END	1628678397969	1628678397986
USER	SageMaker	145	START	1628678398020	1628678398020
REQUEST	145		SageMaker-LEARNING-model-simulator-1	1628678398021	1628678398042	OK	 
USER	SageMaker	145	END	1628678398020	1628678398043
USER	SageMaker	146	START	1628678398069	1628678398069
REQUEST	146		SageMaker-LEARNING-model-simulator-1	1628678398071	1628678398083	OK	 
USER	SageMaker	146	END	1628678398069	1628678398084
USER	SageMaker	147	START	1628678398120	1628678398120
