RUN	GenericSageMakerScenario	1628678945-ml.m5.large-1-50TPS	1628678947464	 	3.2.0
USER	SageMaker	14	START	1628678949970	1628678949970
REQUEST	13		SageMaker-LEARNING-model-simulator-1	1628678949952	1628678949972	OK	 
USER	SageMaker	13	END	1628678949950	1628678949973
USER	SageMaker	15	START	1628678949989	1628678949989
REQUEST	14		SageMaker-LEARNING-model-simulator-1	1628678949972	1628678949994	OK	 
USER	SageMaker	14	END	1628678949970	1628678949995
USER	SageMaker	16	START	1628678950009	1628678950009
REQUEST	15		SageMaker-LEARNING-model-simulator-1	1628678949991	1628678950012	OK	 
USER	SageMaker	15	END	1628678949989	1628678950013
USER	SageMaker	17	START	1628678950030	1628678950030
REQUEST	16		SageMaker-LEARNING-model-simulator-1	1628678950011	1628678950036	OK	 
USER	SageMaker	16	END	1628678950009	1628678950037
REQUEST	17		SageMaker-LEARNING-model-simulator-1	1628678950032	1628678950045	OK	 
USER	SageMaker	17	END	1628678950030	1628678950046
USER	SageMaker	18	START	1628678950050	1628678950050
USER	SageMaker	19	START	1628678950070	1628678950070
REQUEST	18		SageMaker-LEARNING-model-simulator-1	1628678950052	1628678950072	OK	 
USER	SageMaker	18	END	1628678950050	1628678950074
USER	SageMaker	20	START	1628678950089	1628678950089
REQUEST	19		SageMaker-LEARNING-model-simulator-1	1628678950072	1628678950091	OK	 
USER	SageMaker	19	END	1628678950070	1628678950092
REQUEST	20		SageMaker-LEARNING-model-simulator-1	1628678950091	1628678950105	OK	 
USER	SageMaker	20	END	1628678950089	1628678950106
USER	SageMaker	21	START	1628678950109	1628678950109
USER	SageMaker	22	START	1628678950130	1628678950130
REQUEST	21		SageMaker-LEARNING-model-simulator-1	1628678950111	1628678950133	OK	 
USER	SageMaker	21	END	1628678950109	1628678950134
USER	SageMaker	23	START	1628678950150	1628678950150
REQUEST	22		SageMaker-LEARNING-model-simulator-1	1628678950132	1628678950152	OK	 
USER	SageMaker	22	END	1628678950130	1628678950154
USER	SageMaker	24	START	1628678950170	1628678950170
REQUEST	23		SageMaker-LEARNING-model-simulator-1	1628678950152	1628678950174	OK	 
USER	SageMaker	23	END	1628678950150	1628678950175
USER	SageMaker	25	START	1628678950189	1628678950189
REQUEST	24		SageMaker-LEARNING-model-simulator-1	1628678950172	1628678950193	OK	 
USER	SageMaker	24	END	1628678950170	1628678950194
USER	SageMaker	26	START	1628678950210	1628678950210
REQUEST	25		SageMaker-LEARNING-model-simulator-1	1628678950191	1628678950210	OK	 
USER	SageMaker	25	END	1628678950189	1628678950211
USER	SageMaker	27	START	1628678950230	1628678950230
REQUEST	26		SageMaker-LEARNING-model-simulator-1	1628678950211	1628678950239	OK	 
USER	SageMaker	26	END	1628678950210	1628678950240
USER	SageMaker	28	START	1628678950250	1628678950250
REQUEST	27		SageMaker-LEARNING-model-simulator-1	1628678950231	1628678950257	OK	 
USER	SageMaker	27	END	1628678950230	1628678950258
USER	SageMaker	29	START	1628678950270	1628678950270
REQUEST	28		SageMaker-LEARNING-model-simulator-1	1628678950252	1628678950276	OK	 
USER	SageMaker	28	END	1628678950250	1628678950278
USER	SageMaker	30	START	1628678950289	1628678950289
REQUEST	29		SageMaker-LEARNING-model-simulator-1	1628678950272	1628678950293	OK	 
USER	SageMaker	29	END	1628678950270	1628678950294
USER	SageMaker	31	START	1628678950310	1628678950310
REQUEST	30		SageMaker-LEARNING-model-simulator-1	1628678950291	1628678950318	OK	 
USER	SageMaker	30	END	1628678950289	1628678950320
REQUEST	31		SageMaker-LEARNING-model-simulator-1	1628678950311	1628678950321	OK	 
USER	SageMaker	31	END	1628678950310	1628678950322
USER	SageMaker	32	START	1628678950330	1628678950330
REQUEST	32		SageMaker-LEARNING-model-simulator-1	1628678950331	1628678950344	OK	 
USER	SageMaker	32	END	1628678950330	1628678950345
USER	SageMaker	33	START	1628678950350	1628678950350
USER	SageMaker	34	START	1628678950369	1628678950369
REQUEST	33		SageMaker-LEARNING-model-simulator-1	1628678950352	1628678950376	OK	 
USER	SageMaker	33	END	1628678950350	1628678950377
REQUEST	34		SageMaker-LEARNING-model-simulator-1	1628678950375	1628678950386	OK	 
USER	SageMaker	34	END	1628678950369	1628678950387
USER	SageMaker	35	START	1628678950389	1628678950389
USER	SageMaker	36	START	1628678950410	1628678950410
REQUEST	35		SageMaker-LEARNING-model-simulator-1	1628678950391	1628678950412	OK	 
USER	SageMaker	35	END	1628678950389	1628678950413
USER	SageMaker	37	START	1628678950430	1628678950430
REQUEST	36		SageMaker-LEARNING-model-simulator-1	1628678950411	1628678950433	OK	 
USER	SageMaker	36	END	1628678950410	1628678950434
USER	SageMaker	38	START	1628678950450	1628678950450
REQUEST	37		SageMaker-LEARNING-model-simulator-1	1628678950431	1628678950453	OK	 
USER	SageMaker	37	END	1628678950430	1628678950454
USER	SageMaker	39	START	1628678950469	1628678950469
REQUEST	38		SageMaker-LEARNING-model-simulator-1	1628678950452	1628678950473	OK	 
USER	SageMaker	38	END	1628678950450	1628678950474
USER	SageMaker	40	START	1628678950489	1628678950489
REQUEST	39		SageMaker-LEARNING-model-simulator-1	1628678950471	1628678950497	OK	 
USER	SageMaker	39	END	1628678950469	1628678950498
USER	SageMaker	41	START	1628678950510	1628678950510
REQUEST	40		SageMaker-LEARNING-model-simulator-1	1628678950491	1628678950513	OK	 
USER	SageMaker	40	END	1628678950489	1628678950514
USER	SageMaker	42	START	1628678950530	1628678950530
REQUEST	41		SageMaker-LEARNING-model-simulator-1	1628678950511	1628678950532	OK	 
USER	SageMaker	41	END	1628678950510	1628678950533
REQUEST	42		SageMaker-LEARNING-model-simulator-1	1628678950532	1628678950542	OK	 
USER	SageMaker	42	END	1628678950530	1628678950543
USER	SageMaker	43	START	1628678950550	1628678950550
USER	SageMaker	44	START	1628678950570	1628678950570
REQUEST	43		SageMaker-LEARNING-model-simulator-1	1628678950552	1628678950576	OK	 
USER	SageMaker	43	END	1628678950550	1628678950577
USER	SageMaker	45	START	1628678950589	1628678950589
REQUEST	44		SageMaker-LEARNING-model-simulator-1	1628678950572	1628678950593	OK	 
USER	SageMaker	44	END	1628678950570	1628678950594
USER	SageMaker	46	START	1628678950610	1628678950610
REQUEST	45		SageMaker-LEARNING-model-simulator-1	1628678950591	1628678950611	OK	 
USER	SageMaker	45	END	1628678950589	1628678950612
USER	SageMaker	47	START	1628678950629	1628678950629
REQUEST	46		SageMaker-LEARNING-model-simulator-1	1628678950611	1628678950630	OK	 
USER	SageMaker	46	END	1628678950610	1628678950631
USER	SageMaker	48	START	1628678950649	1628678950649
REQUEST	47		SageMaker-LEARNING-model-simulator-1	1628678950631	1628678950652	OK	 
USER	SageMaker	47	END	1628678950629	1628678950653
USER	SageMaker	49	START	1628678950670	1628678950670
REQUEST	48		SageMaker-LEARNING-model-simulator-1	1628678950651	1628678950676	OK	 
USER	SageMaker	48	END	1628678950649	1628678950678
REQUEST	49		SageMaker-LEARNING-model-simulator-1	1628678950671	1628678950682	OK	 
USER	SageMaker	49	END	1628678950670	1628678950683
USER	SageMaker	50	START	1628678950690	1628678950690
REQUEST	50		SageMaker-LEARNING-model-simulator-1	1628678950691	1628678950701	OK	 
USER	SageMaker	50	END	1628678950690	1628678950702
USER	SageMaker	51	START	1628678950710	1628678950710
USER	SageMaker	52	START	1628678950729	1628678950729
REQUEST	51		SageMaker-LEARNING-model-simulator-1	1628678950712	1628678950736	OK	 
USER	SageMaker	51	END	1628678950710	1628678950737
REQUEST	52		SageMaker-LEARNING-model-simulator-1	1628678950731	1628678950744	OK	 
USER	SageMaker	52	END	1628678950729	1628678950745
USER	SageMaker	53	START	1628678950749	1628678950749
USER	SageMaker	54	START	1628678950770	1628678950770
REQUEST	53		SageMaker-LEARNING-model-simulator-1	1628678950751	1628678950770	OK	 
USER	SageMaker	53	END	1628678950749	1628678950771
REQUEST	54		SageMaker-LEARNING-model-simulator-1	1628678950771	1628678950784	OK	 
USER	SageMaker	54	END	1628678950770	1628678950785
USER	SageMaker	55	START	1628678950790	1628678950790
REQUEST	55		SageMaker-LEARNING-model-simulator-1	1628678950791	1628678950802	OK	 
USER	SageMaker	55	END	1628678950790	1628678950803
USER	SageMaker	56	START	1628678950810	1628678950810
REQUEST	56		SageMaker-LEARNING-model-simulator-1	1628678950812	1628678950823	OK	 
USER	SageMaker	56	END	1628678950810	1628678950824
USER	SageMaker	57	START	1628678950829	1628678950829
USER	SageMaker	58	START	1628678950850	1628678950850
REQUEST	57		SageMaker-LEARNING-model-simulator-1	1628678950830	1628678950850	OK	 
USER	SageMaker	57	END	1628678950829	1628678950851
USER	SageMaker	59	START	1628678950870	1628678950870
REQUEST	58		SageMaker-LEARNING-model-simulator-1	1628678950851	1628678950872	OK	 
USER	SageMaker	58	END	1628678950850	1628678950873
REQUEST	59		SageMaker-LEARNING-model-simulator-1	1628678950871	1628678950891	OK	 
USER	SageMaker	59	END	1628678950870	1628678950892
USER	SageMaker	60	START	1628678950895	1628678950895
REQUEST	60		SageMaker-LEARNING-model-simulator-1	1628678950897	1628678950907	OK	 
USER	SageMaker	60	END	1628678950895	1628678950908
USER	SageMaker	61	START	1628678950909	1628678950909
USER	SageMaker	62	START	1628678950930	1628678950930
REQUEST	61		SageMaker-LEARNING-model-simulator-1	1628678950911	1628678950934	OK	 
USER	SageMaker	61	END	1628678950909	1628678950935
USER	SageMaker	63	START	1628678950950	1628678950950
REQUEST	62		SageMaker-LEARNING-model-simulator-1	1628678950931	1628678950954	OK	 
USER	SageMaker	62	END	1628678950930	1628678950955
REQUEST	63		SageMaker-LEARNING-model-simulator-1	1628678950952	1628678950963	OK	 
USER	SageMaker	63	END	1628678950950	1628678950964
USER	SageMaker	64	START	1628678950970	1628678950970
REQUEST	64		SageMaker-LEARNING-model-simulator-1	1628678950972	1628678950986	OK	 
USER	SageMaker	64	END	1628678950970	1628678950987
USER	SageMaker	65	START	1628678950989	1628678950989
REQUEST	65		SageMaker-LEARNING-model-simulator-1	1628678950991	1628678951002	OK	 
USER	SageMaker	65	END	1628678950989	1628678951002
USER	SageMaker	66	START	1628678951010	1628678951010
REQUEST	66		SageMaker-LEARNING-model-simulator-1	1628678951011	1628678951029	OK	 
USER	SageMaker	66	END	1628678951010	1628678951030
USER	SageMaker	67	START	1628678951030	1628678951030
REQUEST	67		SageMaker-LEARNING-model-simulator-1	1628678951031	1628678951040	OK	 
USER	SageMaker	67	END	1628678951030	1628678951041
USER	SageMaker	68	START	1628678951050	1628678951050
USER	SageMaker	69	START	1628678951070	1628678951070
REQUEST	68		SageMaker-LEARNING-model-simulator-1	1628678951051	1628678951073	OK	 
USER	SageMaker	68	END	1628678951050	1628678951073
USER	SageMaker	70	START	1628678951089	1628678951089
REQUEST	69		SageMaker-LEARNING-model-simulator-1	1628678951071	1628678951092	OK	 
USER	SageMaker	69	END	1628678951070	1628678951093
REQUEST	70		SageMaker-LEARNING-model-simulator-1	1628678951091	1628678951102	OK	 
USER	SageMaker	70	END	1628678951089	1628678951103
USER	SageMaker	71	START	1628678951110	1628678951110
REQUEST	71		SageMaker-LEARNING-model-simulator-1	1628678951111	1628678951123	OK	 
USER	SageMaker	71	END	1628678951110	1628678951124
USER	SageMaker	72	START	1628678951130	1628678951130
REQUEST	72		SageMaker-LEARNING-model-simulator-1	1628678951131	1628678951150	OK	 
USER	SageMaker	73	START	1628678951150	1628678951150
USER	SageMaker	72	END	1628678951130	1628678951151
REQUEST	73		SageMaker-LEARNING-model-simulator-1	1628678951151	1628678951165	OK	 
USER	SageMaker	73	END	1628678951150	1628678951166
USER	SageMaker	74	START	1628678951170	1628678951170
REQUEST	74		SageMaker-LEARNING-model-simulator-1	1628678951172	1628678951183	OK	 
USER	SageMaker	74	END	1628678951170	1628678951184
USER	SageMaker	75	START	1628678951189	1628678951189
USER	SageMaker	76	START	1628678951210	1628678951210
REQUEST	75		SageMaker-LEARNING-model-simulator-1	1628678951191	1628678951218	OK	 
USER	SageMaker	75	END	1628678951189	1628678951219
REQUEST	76		SageMaker-LEARNING-model-simulator-1	1628678951211	1628678951221	OK	 
USER	SageMaker	76	END	1628678951210	1628678951222
USER	SageMaker	77	START	1628678951230	1628678951230
REQUEST	77		SageMaker-LEARNING-model-simulator-1	1628678951231	1628678951242	OK	 
USER	SageMaker	77	END	1628678951230	1628678951243
USER	SageMaker	78	START	1628678951250	1628678951250
REQUEST	78		SageMaker-LEARNING-model-simulator-1	1628678951252	1628678951262	OK	 
USER	SageMaker	78	END	1628678951250	1628678951263
USER	SageMaker	79	START	1628678951270	1628678951270
REQUEST	79		SageMaker-LEARNING-model-simulator-1	1628678951272	1628678951285	OK	 
USER	SageMaker	79	END	1628678951270	1628678951286
USER	SageMaker	80	START	1628678951289	1628678951289
USER	SageMaker	81	START	1628678951310	1628678951310
REQUEST	80		SageMaker-LEARNING-model-simulator-1	1628678951291	1628678951312	OK	 
USER	SageMaker	80	END	1628678951289	1628678951313
REQUEST	81		SageMaker-LEARNING-model-simulator-1	1628678951311	1628678951321	OK	 
USER	SageMaker	81	END	1628678951310	1628678951321
USER	SageMaker	82	START	1628678951330	1628678951330
REQUEST	82		SageMaker-LEARNING-model-simulator-1	1628678951331	1628678951341	OK	 
USER	SageMaker	82	END	1628678951330	1628678951341
USER	SageMaker	83	START	1628678951350	1628678951350
REQUEST	83		SageMaker-LEARNING-model-simulator-1	1628678951351	1628678951363	OK	 
USER	SageMaker	83	END	1628678951350	1628678951363
USER	SageMaker	84	START	1628678951370	1628678951370
REQUEST	84		SageMaker-LEARNING-model-simulator-1	1628678951371	1628678951383	OK	 
USER	SageMaker	84	END	1628678951370	1628678951383
USER	SageMaker	85	START	1628678951389	1628678951389
REQUEST	85		SageMaker-LEARNING-model-simulator-1	1628678951391	1628678951404	OK	 
USER	SageMaker	85	END	1628678951389	1628678951405
USER	SageMaker	86	START	1628678951410	1628678951410
REQUEST	86		SageMaker-LEARNING-model-simulator-1	1628678951411	1628678951421	OK	 
USER	SageMaker	86	END	1628678951410	1628678951422
USER	SageMaker	87	START	1628678951430	1628678951430
USER	SageMaker	88	START	1628678951450	1628678951450
REQUEST	87		SageMaker-LEARNING-model-simulator-1	1628678951431	1628678951455	OK	 
USER	SageMaker	87	END	1628678951430	1628678951456
USER	SageMaker	89	START	1628678951470	1628678951470
REQUEST	88		SageMaker-LEARNING-model-simulator-1	1628678951451	1628678951473	OK	 
USER	SageMaker	88	END	1628678951450	1628678951474
USER	SageMaker	90	START	1628678951489	1628678951489
REQUEST	90		SageMaker-LEARNING-model-simulator-1	1628678951490	1628678951501	OK	 
USER	SageMaker	90	END	1628678951489	1628678951502
REQUEST	89		SageMaker-LEARNING-model-simulator-1	1628678951471	1628678951502	OK	 
USER	SageMaker	89	END	1628678951470	1628678951503
USER	SageMaker	91	START	1628678951509	1628678951509
USER	SageMaker	92	START	1628678951530	1628678951530
REQUEST	91		SageMaker-LEARNING-model-simulator-1	1628678951511	1628678951535	OK	 
USER	SageMaker	91	END	1628678951509	1628678951535
USER	SageMaker	93	START	1628678951550	1628678951550
REQUEST	92		SageMaker-LEARNING-model-simulator-1	1628678951531	1628678951551	OK	 
USER	SageMaker	92	END	1628678951530	1628678951552
REQUEST	93		SageMaker-LEARNING-model-simulator-1	1628678951551	1628678951560	OK	 
USER	SageMaker	93	END	1628678951550	1628678951561
USER	SageMaker	94	START	1628678951570	1628678951570
REQUEST	94		SageMaker-LEARNING-model-simulator-1	1628678951572	1628678951588	OK	 
USER	SageMaker	94	END	1628678951570	1628678951589
USER	SageMaker	95	START	1628678951589	1628678951589
REQUEST	95		SageMaker-LEARNING-model-simulator-1	1628678951591	1628678951601	OK	 
USER	SageMaker	95	END	1628678951589	1628678951602
USER	SageMaker	96	START	1628678951609	1628678951609
REQUEST	96		SageMaker-LEARNING-model-simulator-1	1628678951611	1628678951623	OK	 
USER	SageMaker	96	END	1628678951609	1628678951623
USER	SageMaker	97	START	1628678951630	1628678951630
USER	SageMaker	98	START	1628678951650	1628678951650
REQUEST	97		SageMaker-LEARNING-model-simulator-1	1628678951631	1628678951653	OK	 
USER	SageMaker	97	END	1628678951630	1628678951654
USER	SageMaker	99	START	1628678951670	1628678951670
REQUEST	98		SageMaker-LEARNING-model-simulator-1	1628678951651	1628678951674	OK	 
USER	SageMaker	98	END	1628678951650	1628678951675
REQUEST	99		SageMaker-LEARNING-model-simulator-1	1628678951672	1628678951682	OK	 
USER	SageMaker	99	END	1628678951670	1628678951682
USER	SageMaker	100	START	1628678951689	1628678951689
USER	SageMaker	101	START	1628678951710	1628678951710
REQUEST	100		SageMaker-LEARNING-model-simulator-1	1628678951691	1628678951710	OK	 
USER	SageMaker	100	END	1628678951689	1628678951711
USER	SageMaker	102	START	1628678951730	1628678951730
REQUEST	101		SageMaker-LEARNING-model-simulator-1	1628678951711	1628678951731	OK	 
USER	SageMaker	101	END	1628678951710	1628678951732
USER	SageMaker	103	START	1628678951750	1628678951750
REQUEST	102		SageMaker-LEARNING-model-simulator-1	1628678951731	1628678951752	OK	 
USER	SageMaker	102	END	1628678951730	1628678951753
REQUEST	103		SageMaker-LEARNING-model-simulator-1	1628678951751	1628678951762	OK	 
USER	SageMaker	103	END	1628678951750	1628678951763
USER	SageMaker	104	START	1628678951770	1628678951770
USER	SageMaker	105	START	1628678951789	1628678951789
REQUEST	104		SageMaker-LEARNING-model-simulator-1	1628678951772	1628678951792	OK	 
USER	SageMaker	104	END	1628678951770	1628678951793
REQUEST	105		SageMaker-LEARNING-model-simulator-1	1628678951791	1628678951809	OK	 
USER	SageMaker	105	END	1628678951789	1628678951809
USER	SageMaker	106	START	1628678951810	1628678951810
REQUEST	106		SageMaker-LEARNING-model-simulator-1	1628678951811	1628678951822	OK	 
USER	SageMaker	106	END	1628678951810	1628678951822
USER	SageMaker	107	START	1628678951830	1628678951830
REQUEST	107		SageMaker-LEARNING-model-simulator-1	1628678951831	1628678951841	OK	 
USER	SageMaker	107	END	1628678951830	1628678951842
USER	SageMaker	108	START	1628678951850	1628678951850
USER	SageMaker	109	START	1628678951870	1628678951870
REQUEST	108		SageMaker-LEARNING-model-simulator-1	1628678951851	1628678951876	OK	 
USER	SageMaker	108	END	1628678951850	1628678951877
REQUEST	109		SageMaker-LEARNING-model-simulator-1	1628678951872	1628678951882	OK	 
USER	SageMaker	109	END	1628678951870	1628678951882
USER	SageMaker	110	START	1628678951889	1628678951889
REQUEST	110		SageMaker-LEARNING-model-simulator-1	1628678951891	1628678951904	OK	 
USER	SageMaker	110	END	1628678951889	1628678951905
USER	SageMaker	111	START	1628678951909	1628678951909
REQUEST	111		SageMaker-LEARNING-model-simulator-1	1628678951911	1628678951922	OK	 
USER	SageMaker	111	END	1628678951909	1628678951923
USER	SageMaker	112	START	1628678951930	1628678951930
REQUEST	112		SageMaker-LEARNING-model-simulator-1	1628678951931	1628678951941	OK	 
USER	SageMaker	112	END	1628678951930	1628678951942
USER	SageMaker	113	START	1628678951950	1628678951950
USER	SageMaker	114	START	1628678951970	1628678951970
REQUEST	113		SageMaker-LEARNING-model-simulator-1	1628678951951	1628678951972	OK	 
USER	SageMaker	113	END	1628678951950	1628678951972
REQUEST	114		SageMaker-LEARNING-model-simulator-1	1628678951971	1628678951981	OK	 
USER	SageMaker	114	END	1628678951970	1628678951982
USER	SageMaker	115	START	1628678951989	1628678951989
USER	SageMaker	116	START	1628678952009	1628678952009
REQUEST	115		SageMaker-LEARNING-model-simulator-1	1628678951991	1628678952013	OK	 
USER	SageMaker	115	END	1628678951989	1628678952014
REQUEST	116		SageMaker-LEARNING-model-simulator-1	1628678952011	1628678952022	OK	 
USER	SageMaker	116	END	1628678952009	1628678952023
USER	SageMaker	117	START	1628678952030	1628678952030
REQUEST	117		SageMaker-LEARNING-model-simulator-1	1628678952031	1628678952042	OK	 
USER	SageMaker	117	END	1628678952030	1628678952042
USER	SageMaker	118	START	1628678952050	1628678952050
REQUEST	118		SageMaker-LEARNING-model-simulator-1	1628678952051	1628678952061	OK	 
USER	SageMaker	118	END	1628678952050	1628678952062
USER	SageMaker	119	START	1628678952070	1628678952070
REQUEST	119		SageMaker-LEARNING-model-simulator-1	1628678952071	1628678952085	OK	 
USER	SageMaker	119	END	1628678952070	1628678952086
USER	SageMaker	120	START	1628678952089	1628678952089
REQUEST	120		SageMaker-LEARNING-model-simulator-1	1628678952091	1628678952103	OK	 
USER	SageMaker	120	END	1628678952089	1628678952104
USER	SageMaker	121	START	1628678952109	1628678952109
REQUEST	121		SageMaker-LEARNING-model-simulator-1	1628678952111	1628678952120	OK	 
USER	SageMaker	121	END	1628678952109	1628678952121
USER	SageMaker	122	START	1628678952130	1628678952130
REQUEST	122		SageMaker-LEARNING-model-simulator-1	1628678952131	1628678952142	OK	 
USER	SageMaker	122	END	1628678952130	1628678952143
USER	SageMaker	123	START	1628678952150	1628678952150
REQUEST	123		SageMaker-LEARNING-model-simulator-1	1628678952151	1628678952163	OK	 
USER	SageMaker	123	END	1628678952150	1628678952164
USER	SageMaker	124	START	1628678952170	1628678952170
REQUEST	124		SageMaker-LEARNING-model-simulator-1	1628678952171	1628678952185	OK	 
USER	SageMaker	124	END	1628678952170	1628678952186
USER	SageMaker	125	START	1628678952190	1628678952190
REQUEST	125		SageMaker-LEARNING-model-simulator-1	1628678952191	1628678952204	OK	 
USER	SageMaker	125	END	1628678952190	1628678952205
USER	SageMaker	126	START	1628678952209	1628678952209
REQUEST	126		SageMaker-LEARNING-model-simulator-1	1628678952211	1628678952220	OK	 
USER	SageMaker	126	END	1628678952209	1628678952221
USER	SageMaker	127	START	1628678952229	1628678952229
USER	SageMaker	128	START	1628678952250	1628678952250
REQUEST	127		SageMaker-LEARNING-model-simulator-1	1628678952231	1628678952252	OK	 
USER	SageMaker	127	END	1628678952229	1628678952253
REQUEST	128		SageMaker-LEARNING-model-simulator-1	1628678952252	1628678952263	OK	 
USER	SageMaker	128	END	1628678952250	1628678952264
USER	SageMaker	129	START	1628678952270	1628678952270
REQUEST	129		SageMaker-LEARNING-model-simulator-1	1628678952271	1628678952281	OK	 
USER	SageMaker	129	END	1628678952270	1628678952282
USER	SageMaker	130	START	1628678952290	1628678952290
REQUEST	130		SageMaker-LEARNING-model-simulator-1	1628678952291	1628678952301	OK	 
USER	SageMaker	130	END	1628678952290	1628678952302
USER	SageMaker	131	START	1628678952309	1628678952309
REQUEST	131		SageMaker-LEARNING-model-simulator-1	1628678952310	1628678952320	OK	 
USER	SageMaker	131	END	1628678952309	1628678952321
USER	SageMaker	132	START	1628678952329	1628678952329
USER	SageMaker	133	START	1628678952350	1628678952350
REQUEST	132		SageMaker-LEARNING-model-simulator-1	1628678952331	1628678952353	OK	 
USER	SageMaker	132	END	1628678952329	1628678952353
REQUEST	133		SageMaker-LEARNING-model-simulator-1	1628678952351	1628678952360	OK	 
USER	SageMaker	133	END	1628678952350	1628678952360
USER	SageMaker	134	START	1628678952370	1628678952370
USER	SageMaker	135	START	1628678952390	1628678952390
REQUEST	134		SageMaker-LEARNING-model-simulator-1	1628678952371	1628678952392	OK	 
USER	SageMaker	134	END	1628678952370	1628678952392
USER	SageMaker	136	START	1628678952410	1628678952410
REQUEST	135		SageMaker-LEARNING-model-simulator-1	1628678952391	1628678952412	OK	 
USER	SageMaker	135	END	1628678952390	1628678952413
REQUEST	136		SageMaker-LEARNING-model-simulator-1	1628678952411	1628678952423	OK	 
USER	SageMaker	136	END	1628678952410	1628678952424
USER	SageMaker	137	START	1628678952429	1628678952429
REQUEST	137		SageMaker-LEARNING-model-simulator-1	1628678952431	1628678952442	OK	 
USER	SageMaker	137	END	1628678952429	1628678952443
USER	SageMaker	138	START	1628678952450	1628678952450
REQUEST	138		SageMaker-LEARNING-model-simulator-1	1628678952451	1628678952461	OK	 
USER	SageMaker	138	END	1628678952450	1628678952461
USER	SageMaker	139	START	1628678952470	1628678952470
REQUEST	139		SageMaker-LEARNING-model-simulator-1	1628678952471	1628678952485	OK	 
USER	SageMaker	139	END	1628678952470	1628678952485
USER	SageMaker	140	START	1628678952490	1628678952490
REQUEST	140		SageMaker-LEARNING-model-simulator-1	1628678952491	1628678952503	OK	 
USER	SageMaker	140	END	1628678952490	1628678952503
USER	SageMaker	141	START	1628678952510	1628678952510
REQUEST	141		SageMaker-LEARNING-model-simulator-1	1628678952511	1628678952521	OK	 
USER	SageMaker	141	END	1628678952510	1628678952521
USER	SageMaker	142	START	1628678952529	1628678952529
USER	SageMaker	143	START	1628678952549	1628678952549
REQUEST	142		SageMaker-LEARNING-model-simulator-1	1628678952530	1628678952560	OK	 
USER	SageMaker	142	END	1628678952529	1628678952560
REQUEST	143		SageMaker-LEARNING-model-simulator-1	1628678952550	1628678952562	OK	 
USER	SageMaker	143	END	1628678952549	1628678952563
USER	SageMaker	144	START	1628678952570	1628678952570
REQUEST	144		SageMaker-LEARNING-model-simulator-1	1628678952570	1628678952581	OK	 
USER	SageMaker	144	END	1628678952570	1628678952581
USER	SageMaker	145	START	1628678952590	1628678952590
REQUEST	145		SageMaker-LEARNING-model-simulator-1	1628678952591	1628678952604	OK	 
USER	SageMaker	145	END	1628678952590	1628678952604
USER	SageMaker	146	START	1628678952610	1628678952610
REQUEST	146		SageMaker-LEARNING-model-simulator-1	1628678952611	1628678952625	OK	 
USER	SageMaker	146	END	1628678952610	1628678952626
USER	SageMaker	147	START	1628678952630	1628678952630
